Step,Action,Node,Neighbor,OldG,NewG,H,NewF,OpenSize
0,Pop,418,,,,,,0
1,Relax,418,257,2147483647,14,162,176,1
2,Relax,418,5,2147483647,7,414,421,2
3,Relax,418,264,2147483647,16,155,171,3
4,Relax,418,265,2147483647,4,154,158,4
5,Relax,418,267,2147483647,8,152,160,5
6,Relax,418,268,2147483647,14,151,165,6
7,Relax,418,12,2147483647,15,407,422,7
8,Relax,418,16,2147483647,13,403,416,8
9,Relax,418,273,2147483647,15,146,161,9
10,Relax,418,275,2147483647,3,144,147,10
11,Relax,418,277,2147483647,12,142,154,11
12,Relax,418,23,2147483647,3,396,399,12
13,Relax,418,24,2147483647,7,395,402,13
14,Relax,418,281,2147483647,20,138,158,14
15,Relax,418,284,2147483647,3,135,138,15
16,Relax,418,288,2147483647,9,131,140,16
17,Relax,418,290,2147483647,16,129,145,17
18,Relax,418,293,2147483647,11,126,137,18
19,Relax,418,38,2147483647,12,381,393,19
20,Relax,418,44,2147483647,2,375,377,20
21,Relax,418,52,2147483647,10,367,377,21
22,Relax,418,53,2147483647,13,366,379,22
23,Relax,418,310,2147483647,18,109,127,23
24,Relax,418,57,2147483647,3,362,365,24
25,Relax,418,318,2147483647,19,101,120,25
26,Relax,418,326,2147483647,14,93,107,26
27,Relax,418,329,2147483647,14,90,104,27
28,Relax,418,74,2147483647,17,345,362,28
29,Relax,418,331,2147483647,19,88,107,29
30,Relax,418,76,2147483647,4,343,347,30
31,Relax,418,78,2147483647,14,341,355,31
32,Relax,418,79,2147483647,13,340,353,32
33,Relax,418,338,2147483647,5,81,86,33
34,Relax,418,342,2147483647,4,77,81,34
35,Relax,418,93,2147483647,18,326,344,35
36,Relax,418,349,2147483647,4,70,74,36
37,Relax,418,350,2147483647,6,69,75,37
38,Relax,418,94,2147483647,8,325,333,38
39,Relax,418,95,2147483647,9,324,333,39
40,Relax,418,354,2147483647,13,65,78,40
41,Relax,418,355,2147483647,16,64,80,41
42,Relax,418,102,2147483647,20,317,337,42
43,Relax,418,360,2147483647,19,59,78,43
44,Relax,418,104,2147483647,7,315,322,44
45,Relax,418,362,2147483647,5,57,62,45
46,Relax,418,364,2147483647,9,55,64,46
47,Relax,418,111,2147483647,1,308,309,47
48,Relax,418,370,2147483647,1,49,50,48
49,Relax,418,118,2147483647,20,301,321,49
50,Relax,418,381,2147483647,19,38,57,50
51,Relax,418,385,2147483647,7,34,41,51
52,Relax,418,130,2147483647,2,289,291,52
53,Relax,418,388,2147483647,2,31,33,53
54,Relax,418,133,2147483647,8,286,294,54
55,Relax,418,134,2147483647,2,285,287,55
56,Relax,418,393,2147483647,13,26,39,56
57,Relax,418,139,2147483647,5,280,285,57
58,Relax,418,395,2147483647,20,24,44,58
59,Relax,418,140,2147483647,14,279,293,59
60,Relax,418,143,2147483647,13,276,289,60
61,Relax,418,145,2147483647,18,274,292,61
62,Relax,418,403,2147483647,17,16,33,62
63,Relax,418,154,2147483647,3,265,268,63
64,Relax,418,411,2147483647,20,8,28,64
65,Relax,418,413,2147483647,12,6,18,65
66,Relax,418,161,2147483647,2,258,260,66
67,Relax,418,165,2147483647,12,254,266,67
68,Relax,418,166,2147483647,6,253,259,68
69,Relax,418,422,2147483647,1,3,4,69
70,Relax,418,167,2147483647,1,252,253,70
71,Relax,418,424,2147483647,3,5,8,71
72,Relax,418,169,2147483647,9,250,259,72
73,Relax,418,426,2147483647,13,7,20,73
74,Relax,418,429,2147483647,17,10,27,74
75,Relax,418,176,2147483647,12,243,255,75
76,Relax,418,433,2147483647,18,14,32,76
77,Relax,418,178,2147483647,19,241,260,77
78,Relax,418,437,2147483647,19,18,37,78
79,Relax,418,182,2147483647,8,237,245,79
80,Relax,418,438,2147483647,16,19,35,80
81,Relax,418,184,2147483647,5,235,240,81
82,Relax,418,443,2147483647,18,24,42,82
83,Relax,418,191,2147483647,20,228,248,83
84,Relax,418,193,2147483647,5,226,231,84
85,Relax,418,197,2147483647,11,222,233,85
86,Relax,418,198,2147483647,17,221,238,86
87,Relax,418,457,2147483647,5,38,43,87
88,Relax,418,202,2147483647,14,217,231,88
89,Relax,418,469,2147483647,7,50,57,89
90,Relax,418,217,2147483647,9,202,211,90
91,Relax,418,224,2147483647,2,195,197,91
92,Relax,418,480,2147483647,8,61,69,92
93,Relax,418,225,2147483647,19,194,213,93
94,Relax,418,226,2147483647,8,193,201,94
95,Relax,418,231,2147483647,16,188,204,95
96,Relax,418,234,2147483647,11,185,196,96
97,Relax,418,236,2147483647,10,183,193,97
98,Relax,418,493,2147483647,12,74,86,98
99,Relax,418,238,2147483647,13,181,194,99
100,Relax,418,243,2147483647,15,176,191,100
101,Relax,418,246,2147483647,17,173,190,101
102,Relax,418,251,2147483647,20,168,188,102
103,Relax,418,252,2147483647,9,167,176,103
104,Pop,422,,,,,,102
105,Relax,422,0,2147483647,20,419,439,103
106,Relax,422,257,14,5,162,167,104
107,Relax,422,261,2147483647,19,158,177,105
108,Relax,422,390,2147483647,10,29,39,106
109,Relax,422,6,2147483647,20,413,433,107
110,Relax,422,135,2147483647,16,284,300,108
111,Relax,422,7,2147483647,8,412,420,109
112,Relax,422,136,2147483647,15,283,298,110
113,Relax,422,140,14,12,279,291,111
114,Relax,422,397,2147483647,8,22,30,112
115,Relax,422,270,2147483647,5,149,154,113
116,Relax,422,399,2147483647,18,20,38,114
117,Relax,422,143,13,7,276,283,115
118,Relax,422,272,2147483647,11,147,158,116
