Iteration,Action,U,V,OldDist,NewDist
1,Relax,205,393,2147483647,3
1,Relax,205,267,2147483647,13
1,Relax,205,14,2147483647,14
1,Relax,205,398,2147483647,18
1,Relax,205,146,2147483647,10
1,Relax,205,151,2147483647,18
1,Relax,205,279,2147483647,3
1,Relax,205,410,2147483647,12
1,Relax,205,415,2147483647,20
1,Relax,205,416,2147483647,3
1,Relax,205,33,2147483647,3
1,Relax,205,419,2147483647,12
1,Relax,205,37,2147483647,4
1,Relax,205,167,2147483647,9
1,Relax,205,424,2147483647,12
1,Relax,205,427,2147483647,15
1,Relax,205,172,2147483647,14
1,Relax,205,175,2147483647,17
1,Relax,205,434,2147483647,11
1,Relax,205,437,2147483647,9
1,Relax,205,183,2147483647,10
1,Relax,205,312,2147483647,17
1,Relax,205,314,2147483647,9
1,Relax,205,315,2147483647,12
1,Relax,205,60,2147483647,11
1,Relax,205,63,2147483647,3
1,Relax,205,447,2147483647,8
1,Relax,205,194,2147483647,6
1,Relax,205,453,2147483647,14
1,Relax,205,198,2147483647,10
1,Relax,205,199,2147483647,14
1,Relax,205,328,2147483647,9
1,Relax,205,204,2147483647,17
1,Relax,205,80,2147483647,6
1,Relax,205,208,2147483647,20
1,Relax,205,210,2147483647,9
1,Relax,205,467,2147483647,7
1,Relax,205,469,2147483647,5
1,Relax,205,86,2147483647,6
1,Relax,205,214,2147483647,19
1,Relax,205,471,2147483647,19
1,Relax,205,472,2147483647,12
1,Relax,205,473,2147483647,6
1,Relax,205,478,2147483647,18
1,Relax,205,479,2147483647,9
1,Relax,205,228,2147483647,15
1,Relax,205,358,2147483647,10
1,Relax,205,487,2147483647,20
1,Relax,205,362,2147483647,16
1,Relax,205,107,2147483647,12
1,Relax,205,109,2147483647,17
1,Relax,205,494,2147483647,18
1,Relax,205,116,2147483647,10
1,Relax,205,373,2147483647,11
1,Relax,205,246,2147483647,11
1,Relax,205,122,2147483647,3
1,Relax,205,250,2147483647,3
1,Relax,205,383,2147483647,20
1,Relax,208,385,2147483647,30
1,Relax,208,262,2147483647,35
1,Relax,208,400,2147483647,32
1,Relax,208,19,2147483647,24
1,Relax,208,149,2147483647,29
1,Relax,208,405,2147483647,35
1,Relax,208,280,2147483647,38
1,Relax,208,282,2147483647,39
1,Relax,208,417,2147483647,31
1,Relax,208,290,2147483647,40
1,Relax,208,164,2147483647,23
1,Relax,208,38,2147483647,33
1,Relax,208,168,2147483647,40
1,Relax,208,42,2147483647,31
1,Relax,208,301,2147483647,37
1,Relax,208,46,2147483647,40
1,Relax,208,174,2147483647,39
1,Relax,208,431,2147483647,25
1,Relax,208,433,2147483647,22
1,Relax,208,178,2147483647,21
1,Relax,208,306,2147483647,23
1,Relax,208,182,2147483647,40
1,Relax,208,311,2147483647,31
1,Relax,208,191,2147483647,26
1,Relax,208,65,2147483647,36
1,Relax,208,200,2147483647,26
1,Relax,208,459,2147483647,34
1,Relax,208,333,2147483647,38
1,Relax,208,334,2147483647,35
1,Relax,208,465,2147483647,22
1,Relax,208,83,2147483647,39
1,Relax,208,84,2147483647,32
1,Relax,208,470,2147483647,35
1,Relax,208,215,2147483647,39
1,Relax,208,477,2147483647,23
1,Relax,208,98,2147483647,28
1,Relax,208,105,2147483647,34
1,Relax,208,113,2147483647,24
1,Relax,208,117,2147483647,31
1,Relax,208,118,2147483647,21
1,Relax,208,119,2147483647,31
1,Relax,208,253,2147483647,36
1,Relax,208,126,2147483647,33
1,Relax,208,255,2147483647,27
1,Relax,210,3,2147483647,11
1,Relax,210,134,2147483647,13
1,Relax,210,266,2147483647,16
1,Relax,210,11,2147483647,19
1,Relax,210,395,2147483647,12
1,Relax,210,396,2147483647,22
1,Relax,210,143,2147483647,14
1,Relax,210,144,2147483647,17
1,Relax,210,23,2147483647,13
1,Relax,210,280,38,29
1,Relax,210,29,2147483647,27
1,Relax,210,157,2147483647,10
1,Relax,210,420,2147483647,26
1,Relax,210,169,2147483647,18
1,Relax,210,299,2147483647,11
1,Relax,210,45,2147483647,22
1,Relax,210,430,2147483647,12
1,Relax,210,432,2147483647,28
1,Relax,210,305,2147483647,14
1,Relax,210,180,2147483647,11
1,Relax,210,311,31,26
1,Relax,210,184,2147483647,16
1,Relax,210,187,2147483647,25
1,Relax,210,192,2147483647,15
1,Relax,210,325,2147483647,23
1,Relax,210,454,2147483647,28
1,Relax,210,71,2147483647,11
1,Relax,210,72,2147483647,17
1,Relax,210,201,2147483647,15
1,Relax,210,329,2147483647,12
1,Relax,210,74,2147483647,17
1,Relax,210,77,2147483647,16
1,Relax,210,335,2147483647,29
1,Relax,210,81,2147483647,25
1,Relax,210,214,19,14
1,Relax,210,343,2147483647,14
1,Relax,210,345,2147483647,15
1,Relax,210,218,2147483647,26
1,Relax,210,477,23,16
1,Relax,210,226,2147483647,23
1,Relax,210,102,2147483647,16
1,Relax,210,245,2147483647,24
1,Relax,210,248,2147483647,12
1,Relax,210,382,2147483647,28
1,Relax,214,65,36,16
1,Relax,214,389,2147483647,32
1,Relax,214,70,2147483647,23
1,Relax,214,135,2147483647,23
1,Relax,214,263,2147483647,18
1,Relax,214,396,22,21
1,Relax,214,207,2147483647,34
1,Relax,214,399,2147483647,22
1,Relax,214,336,2147483647,21
1,Relax,214,402,2147483647,23
1,Relax,214,83,39,30
1,Relax,214,20,2147483647,25
1,Relax,214,341,2147483647,15
1,Relax,214,215,39,19
1,Relax,214,346,2147483647,16
1,Relax,214,220,2147483647,30
1,Relax,214,30,2147483647,25
1,Relax,214,158,2147483647,19
1,Relax,214,225,2147483647,25
1,Relax,214,290,40,16
1,Relax,214,99,2147483647,16
1,Relax,214,291,2147483647,18
1,Relax,214,227,2147483647,17
1,Relax,214,36,2147483647,32
1,Relax,214,229,2147483647,22
1,Relax,214,487,20,18
1,Relax,214,105,34,20
1,Relax,214,491,2147483647,21
1,Relax,214,44,2147483647,16
1,Relax,214,301,37,24
1,Relax,214,237,2147483647,25
1,Relax,214,429,2147483647,33
1,Relax,214,497,2147483647,24
1,Relax,214,50,2147483647,19
1,Relax,214,308,2147483647,19
1,Relax,214,309,2147483647,25
1,Relax,214,377,2147483647,20
1,Relax,214,441,2147483647,29
1,Relax,214,61,2147483647,24
1,Relax,214,317,2147483647,33
1,Relax,214,381,2147483647,28
1,Relax,214,254,2147483647,27
1,Relax,215,0,2147483647,21
1,Relax,215,384,2147483647,20
1,Relax,215,256,2147483647,31
1,Relax,215,130,2147483647,37
1,Relax,215,386,2147483647,20
1,Relax,215,131,2147483647,37
1,Relax,215,5,2147483647,27
1,Relax,215,9,2147483647,29
1,Relax,215,138,2147483647,35
1,Relax,215,274,2147483647,35
1,Relax,215,406,2147483647,39
1,Relax,215,283,2147483647,28
1,Relax,215,285,2147483647,30
1,Relax,215,414,2147483647,30
1,Relax,215,287,2147483647,35
1,Relax,215,162,2147483647,21
1,Relax,215,35,2147483647,20
1,Relax,215,41,2147483647,33
1,Relax,215,297,2147483647,21
1,Relax,215,171,2147483647,39
1,Relax,215,428,2147483647,34
1,Relax,215,47,2147483647,22
1,Relax,215,181,2147483647,33
1,Relax,215,440,2147483647,23
1,Relax,215,445,2147483647,36
1,Relax,215,190,2147483647,23
1,Relax,215,446,2147483647,26
1,Relax,215,321,2147483647,24
1,Relax,215,324,2147483647,33
1,Relax,215,206,2147483647,26
1,Relax,215,462,2147483647,31
1,Relax,215,344,2147483647,34
1,Relax,215,349,2147483647,33
1,Relax,215,351,2147483647,31
1,Relax,215,223,2147483647,32
1,Relax,215,96,2147483647,22
1,Relax,215,486,2147483647,32
1,Relax,215,108,2147483647,27
1,Relax,215,238,2147483647,30
1,Relax,215,120,2147483647,30
1,Relax,215,376,2147483647,24
1,Relax,215,121,2147483647,28
1,Relax,215,379,2147483647,38
1,Relax,218,387,2147483647,40
1,Relax,218,260,2147483647,33
1,Relax,218,265,2147483647,45
1,Relax,218,25,2147483647,27
1,Relax,218,153,2147483647,28
1,Relax,218,36,32,30
1,Relax,218,425,2147483647,34
1,Relax,218,177,2147483647,33
1,Relax,218,436,2147483647,41
1,Relax,218,53,2147483647,28
1,Relax,218,318,2147483647,33
1,Relax,218,193,2147483647,45
1,Relax,218,196,2147483647,38
1,Relax,218,452,2147483647,45
1,Relax,218,457,2147483647,38
1,Relax,218,462,31,28
1,Relax,218,464,2147483647,33
1,Relax,218,83,30,28
1,Relax,218,217,2147483647,45
1,Relax,218,219,2147483647,38
1,Relax,218,475,2147483647,33
1,Relax,218,476,2147483647,27
1,Relax,218,93,2147483647,36
1,Relax,218,222,2147483647,31
1,Relax,218,97,2147483647,33
1,Relax,218,357,2147483647,46
