Step,Action,Node,Neighbor,OldG,NewG,H,NewF,OpenSize
0,Pop,290,,,,,,0
1,Relax,290,464,2147483647,13,173,186,1
2,Relax,290,449,2147483647,10,158,168,2
3,Relax,290,306,2147483647,17,15,32,3
4,Relax,290,195,2147483647,4,96,100,4
5,Relax,290,20,2147483647,14,271,285,5
6,Relax,290,213,2147483647,10,78,88,6
7,Relax,290,373,2147483647,9,82,91,7
8,Relax,290,297,2147483647,8,6,14,8
9,Relax,290,361,2147483647,16,70,86,9
10,Relax,290,204,2147483647,10,87,97,10
11,Relax,290,317,2147483647,15,26,41,11
12,Relax,290,271,2147483647,12,20,32,12
13,Pop,297,,,,,,11
14,Relax,297,275,2147483647,19,16,35,12
15,Relax,297,388,2147483647,27,97,124,13
16,Relax,297,346,2147483647,25,55,80,14
17,Relax,297,365,2147483647,27,74,101,15
18,Relax,297,477,2147483647,24,186,210,16
19,Pop,306,,,,,,15
20,Relax,306,128,2147483647,20,163,183,16
21,Relax,306,416,2147483647,25,125,150,17
22,Relax,306,72,2147483647,20,219,239,18
23,Relax,306,424,2147483647,25,133,158,19
24,Relax,306,10,2147483647,27,281,308,20
25,Relax,306,170,2147483647,32,121,153,21
26,Relax,306,11,2147483647,34,280,314,22
27,Relax,306,336,2147483647,36,45,81,23
28,Relax,306,242,2147483647,21,49,70,24
29,Relax,306,118,2147483647,22,173,195,25
30,Relax,306,374,2147483647,25,83,108,26
31,Relax,306,152,2147483647,35,139,174,27
32,Relax,306,440,2147483647,26,149,175,28
33,Relax,306,25,2147483647,35,266,301,29
34,Relax,306,189,2147483647,21,102,123,30
35,Relax,306,253,2147483647,33,38,71,31
36,Relax,306,95,2147483647,24,196,220,32
37,Relax,306,31,2147483647,36,260,296,33
38,Pop,271,,,,,,32
39,Relax,271,162,2147483647,17,129,146,33
40,Relax,271,228,2147483647,21,63,84,34
41,Relax,271,102,2147483647,18,189,207,35
42,Relax,271,328,2147483647,17,37,54,36
43,Relax,271,202,2147483647,20,89,109,37
44,Relax,271,44,2147483647,23,247,270,38
45,Relax,271,81,2147483647,31,210,241,39
46,Relax,271,179,2147483647,14,112,126,40
47,Relax,271,248,2147483647,24,43,67,41
48,Relax,271,188,2147483647,29,103,132,42
49,Relax,271,476,2147483647,25,185,210,43
50,Relax,271,61,2147483647,16,230,246,44
51,Pop,275,,,,,,43
52,Relax,275,209,2147483647,39,82,121,44
53,Relax,275,65,2147483647,21,226,247,45
54,Relax,275,305,2147483647,20,14,34,46
55,Relax,275,434,2147483647,27,143,170,47
56,Relax,275,307,2147483647,37,16,53,48
57,Relax,275,298,2147483647,36,7,43,49
58,Relax,275,429,2147483647,34,138,172,50
59,Pop,305,,,,,,49
60,Relax,305,369,2147483647,40,78,118,50
61,Relax,305,21,2147483647,37,270,307,51
62,Relax,305,166,2147483647,29,125,154,52
63,Relax,305,359,2147483647,29,68,97,53
64,Relax,305,375,2147483647,40,84,124,54
65,Relax,305,8,2147483647,39,283,322,55
66,Relax,305,459,2147483647,37,168,205,56
67,Relax,305,380,2147483647,21,89,110,57
68,Relax,305,109,2147483647,25,182,207,58
69,Pop,317,,,,,,57
70,Relax,317,480,2147483647,31,189,220,58
71,Relax,317,403,2147483647,20,112,132,59
72,Relax,317,215,2147483647,18,76,94,60
73,Relax,317,89,2147483647,32,202,234,61
74,Relax,317,26,2147483647,21,265,286,62
75,Relax,317,350,2147483647,16,59,75,63
76,Pop,298,,,,,,62
77,Relax,298,386,2147483647,43,95,138,63
78,Relax,298,483,2147483647,50,192,242,64
79,Relax,298,164,2147483647,50,127,177,65
80,Relax,298,420,2147483647,53,129,182,66
81,Relax,298,103,2147483647,48,188,236,67
82,Relax,298,232,2147483647,56,59,115,68
83,Relax,298,107,2147483647,48,184,232,69
84,Relax,298,203,2147483647,37,88,125,70
85,Relax,298,333,2147483647,42,42,84,71
86,Relax,298,244,2147483647,55,47,102,72
87,Relax,298,186,2147483647,40,105,145,73
88,Relax,298,347,2147483647,47,56,103,74
89,Relax,298,221,2147483647,45,70,115,75
90,Pop,307,,,,,,74
91,Relax,307,16,2147483647,52,275,327,75
92,Relax,307,243,2147483647,49,48,97,76
93,Relax,307,470,2147483647,45,179,224,77
94,Relax,307,187,2147483647,49,104,153,78
95,Relax,307,367,2147483647,50,76,126,79
96,Pop,328,,,,,,78
97,Relax,328,224,2147483647,21,67,88,79
98,Relax,328,5,2147483647,31,286,317,80
99,Relax,328,389,2147483647,27,98,125,81
100,Relax,328,423,2147483647,32,132,164,82
101,Relax,328,458,2147483647,35,167,202,83
102,Relax,328,171,2147483647,20,120,140,84
103,Relax,328,268,2147483647,26,23,49,85
104,Relax,328,302,2147483647,21,11,32,86
105,Relax,328,238,2147483647,33,53,86,87
106,Relax,328,144,2147483647,23,147,170,88
107,Relax,328,273,2147483647,36,18,54,89
108,Relax,328,497,2147483647,36,206,242,90
109,Relax,328,185,2147483647,24,106,130,91
110,Pop,302,,,,,,90
111,Relax,302,352,2147483647,29,61,90,91
112,Relax,302,36,2147483647,31,255,286,92
113,Relax,302,133,2147483647,24,158,182,93
114,Relax,302,309,2147483647,28,18,46,94
115,Relax,302,70,2147483647,28,221,249,95
116,Relax,302,175,2147483647,28,116,144,96
117,Relax,302,223,2147483647,40,68,108,97
118,Pop,309,,,,,,96
119,Relax,309,385,2147483647,32,94,126,97
120,Relax,309,263,2147483647,37,28,65,98
121,Relax,309,120,2147483647,48,171,219,99
122,Relax,309,201,2147483647,48,90,138,100
123,Relax,309,62,2147483647,42,229,271,101
124,Pop,268,,,,,,100
125,Relax,268,113,2147483647,35,178,213,101
126,Relax,268,498,2147483647,43,207,250,102
127,Relax,268,99,2147483647,29,192,221,103
128,Relax,268,437,2147483647,29,146,175,104
129,Relax,268,345,2147483647,40,54,94,105
130,Pop,273,,,,,,104
131,Relax,273,208,2147483647,39,83,122,105
132,Relax,273,80,2147483647,47,211,258,106
133,Relax,273,134,2147483647,55,157,212,107
134,Relax,273,247,2147483647,45,44,89,108
135,Relax,273,360,2147483647,52,69,121,109
136,Relax,273,396,2147483647,56,105,161,110
137,Relax,273,381,2147483647,45,90,135,111
138,Relax,273,46,2147483647,41,245,286,112
139,Pop,263,,,,,,111
140,Relax,263,32,2147483647,48,259,307,112
141,Relax,263,321,2147483647,50,30,80,113
142,Relax,263,337,2147483647,52,46,98,114
143,Relax,263,2,2147483647,53,289,342,115
144,Relax,263,485,2147483647,45,194,239,116
145,Relax,263,300,2147483647,45,9,54,117
146,Pop,300,,,,,,116
147,Relax,300,257,2147483647,50,34,84,117
148,Relax,300,452,2147483647,47,161,208,118
149,Relax,300,293,2147483647,53,2,55,119
150,Relax,300,73,2147483647,62,218,280,120
151,Relax,300,329,2147483647,55,38,93,121
152,Relax,300,405,2147483647,52,114,166,122
153,Relax,300,23,2147483647,52,268,320,123
154,Relax,300,87,2147483647,54,204,258,124
155,Relax,300,183,2147483647,47,108,155,125
156,Relax,300,90,2147483647,50,201,251,126
157,Relax,300,414,2147483647,65,123,188,127
158,Relax,300,478,2147483647,61,187,248,128
159,Pop,293,,,,,,127
160,Relax,293,324,2147483647,70,33,103,128
161,Relax,293,250,2147483647,70,41,111,129
162,Relax,293,219,2147483647,59,72,131,130
163,Relax,293,251,2147483647,60,40,100,131
164,Relax,293,270,2147483647,56,21,77,132
165,Relax,293,366,2147483647,69,75,144,133
166,Relax,293,143,2147483647,66,148,214,134
167,Relax,293,159,2147483647,58,132,190,135
168,Relax,293,207,2147483647,69,84,153,136
169,Pop,248,,,,,,135
170,Relax,248,145,2147483647,27,146,173,136
171,Relax,248,353,2147483647,37,62,99,137
172,Relax,248,132,2147483647,38,159,197,138
173,Relax,248,149,2147483647,33,142,175,139
174,Relax,248,487,2147483647,26,196,222,140
175,Relax,248,122,2147483647,34,169,203,141
176,Relax,248,333,42,28,42,70,142
177,Pop,242,,,,,,141
178,Relax,242,17,2147483647,38,274,312,142
179,Relax,242,147,2147483647,37,144,181,143
180,Relax,242,311,2147483647,25,20,45,144
181,Pop,311,,,,,,143
182,Relax,311,448,2147483647,31,157,188,144
183,Relax,311,246,2147483647,40,45,85,145
184,Relax,311,363,2147483647,33,72,105,146
185,Relax,311,462,2147483647,32,171,203,147
186,Relax,311,223,40,35,68,103,148
187,Pop,333,,,,,,147
188,Relax,333,180,2147483647,39,111,150,148
189,Relax,333,150,2147483647,36,141,177,149
190,Relax,333,200,2147483647,31,91,122,150
191,Relax,333,42,2147483647,32,249,281,151
192,Relax,333,298,36,34,7,41,152
193,Relax,333,60,2147483647,45,231,276,153
194,Relax,333,396,56,29,105,134,154
195,Relax,333,413,2147483647,37,122,159,155
196,Relax,333,335,2147483647,30,44,74,156
197,Relax,333,367,50,41,76,117,157
198,Pop,253,,,,,,155
199,Relax,253,327,2147483647,45,36,81,156
200,Relax,253,279,2147483647,43,12,55,157
201,Relax,253,155,2147483647,46,136,182,158
202,Relax,253,475,2147483647,49,184,233,159
203,Relax,253,28,2147483647,48,263,311,160
204,Relax,253,445,2147483647,40,154,194,161
205,Relax,253,222,2147483647,43,69,112,162
206,Relax,253,430,2147483647,36,139,175,163
207,Relax,253,494,2147483647,39,203,242,164
208,Pop,279,,,,,,163
209,Relax,279,210,2147483647,51,81,132,164
210,Relax,279,227,2147483647,51,64,115,165
211,Relax,279,419,2147483647,52,128,180,166
212,Relax,279,390,2147483647,44,99,143,167
213,Relax,279,443,2147483647,46,152,198,168
214,Relax,279,125,2147483647,59,166,225,169
215,Pop,335,,,,,,168
216,Relax,335,64,2147483647,39,227,266,169
217,Relax,335,193,2147483647,31,98,129,170
218,Relax,335,417,2147483647,36,126,162,171
219,Relax,335,66,2147483647,39,225,264,172
220,Relax,335,139,2147483647,34,152,186,173
221,Relax,335,431,2147483647,32,140,172,174
222,Relax,335,112,2147483647,40,179,219,175
223,Relax,335,219,59,48,72,120,176
224,Relax,335,28,48,33,263,296,177
225,Relax,335,30,2147483647,33,261,294,178
226,Relax,335,351,2147483647,32,60,92,179
227,Pop,350,,,,,,178
228,Relax,350,432,2147483647,33,141,174,179
229,Relax,350,448,31,28,157,185,180
230,Relax,350,433,2147483647,30,142,172,181
231,Relax,350,98,2147483647,17,193,210,182
232,Relax,350,115,2147483647,32,176,208,183
233,Relax,350,36,31,27,255,282,184
234,Relax,350,456,2147483647,29,165,194,185
235,Relax,350,301,2147483647,29,10,39,186
236,Relax,350,415,2147483647,36,124,160,187
237,Pop,301,,,,,,186
238,Relax,301,259,2147483647,37,32,69,187
239,Relax,301,457,2147483647,34,166,200,188
