Iteration,Action,U,V,OldDist,NewDist
1,Relax,94,129,2147483647,13
1,Relax,94,257,2147483647,11
1,Relax,94,385,2147483647,9
1,Relax,94,386,2147483647,2
1,Relax,94,130,2147483647,11
1,Relax,94,391,2147483647,5
1,Relax,94,392,2147483647,9
1,Relax,94,10,2147483647,16
1,Relax,94,394,2147483647,7
1,Relax,94,11,2147483647,15
1,Relax,94,12,2147483647,7
1,Relax,94,397,2147483647,1
1,Relax,94,270,2147483647,6
1,Relax,94,400,2147483647,15
1,Relax,94,145,2147483647,18
1,Relax,94,276,2147483647,7
1,Relax,94,148,2147483647,9
1,Relax,94,150,2147483647,11
1,Relax,94,282,2147483647,6
1,Relax,94,154,2147483647,9
1,Relax,94,411,2147483647,16
1,Relax,94,283,2147483647,1
1,Relax,94,31,2147483647,11
1,Relax,94,290,2147483647,13
1,Relax,94,162,2147483647,11
1,Relax,94,36,2147483647,19
1,Relax,94,38,2147483647,15
1,Relax,94,294,2147483647,9
1,Relax,94,39,2147483647,18
1,Relax,94,428,2147483647,9
1,Relax,94,176,2147483647,15
1,Relax,94,432,2147483647,5
1,Relax,94,435,2147483647,6
1,Relax,94,307,2147483647,12
1,Relax,94,311,2147483647,16
1,Relax,94,184,2147483647,4
1,Relax,94,185,2147483647,13
1,Relax,94,187,2147483647,3
1,Relax,94,315,2147483647,15
1,Relax,94,445,2147483647,1
1,Relax,94,62,2147483647,6
1,Relax,94,318,2147483647,14
1,Relax,94,193,2147483647,18
1,Relax,94,452,2147483647,14
1,Relax,94,325,2147483647,19
1,Relax,94,70,2147483647,8
1,Relax,94,454,2147483647,2
1,Relax,94,72,2147483647,7
1,Relax,94,200,2147483647,8
1,Relax,94,73,2147483647,17
1,Relax,94,330,2147483647,12
1,Relax,94,458,2147483647,4
1,Relax,94,77,2147483647,4
1,Relax,94,333,2147483647,6
1,Relax,94,463,2147483647,9
1,Relax,94,210,2147483647,11
1,Relax,94,469,2147483647,15
1,Relax,94,470,2147483647,2
1,Relax,94,342,2147483647,3
1,Relax,94,216,2147483647,11
1,Relax,94,472,2147483647,19
1,Relax,94,217,2147483647,18
1,Relax,94,90,2147483647,9
1,Relax,94,220,2147483647,7
1,Relax,94,348,2147483647,12
1,Relax,94,96,2147483647,19
1,Relax,94,225,2147483647,3
1,Relax,94,226,2147483647,11
1,Relax,94,358,2147483647,4
1,Relax,94,488,2147483647,11
1,Relax,94,234,2147483647,18
1,Relax,94,106,2147483647,12
1,Relax,94,493,2147483647,9
1,Relax,94,494,2147483647,15
