Iteration,Action,U,V,OldDist,NewDist
1,Relax,223,385,2147483647,20
1,Relax,223,2,2147483647,11
1,Relax,223,258,2147483647,6
1,Relax,223,388,2147483647,12
1,Relax,223,261,2147483647,17
1,Relax,223,6,2147483647,14
1,Relax,223,390,2147483647,7
1,Relax,223,263,2147483647,4
1,Relax,223,138,2147483647,2
1,Relax,223,267,2147483647,4
1,Relax,223,396,2147483647,13
1,Relax,223,398,2147483647,12
1,Relax,223,15,2147483647,1
1,Relax,223,16,2147483647,8
1,Relax,223,145,2147483647,8
1,Relax,223,147,2147483647,12
1,Relax,223,403,2147483647,12
1,Relax,223,151,2147483647,7
1,Relax,223,407,2147483647,1
1,Relax,223,152,2147483647,14
1,Relax,223,24,2147483647,15
1,Relax,223,284,2147483647,12
1,Relax,223,29,2147483647,14
1,Relax,223,285,2147483647,7
1,Relax,223,30,2147483647,20
1,Relax,223,158,2147483647,4
1,Relax,223,34,2147483647,6
1,Relax,223,290,2147483647,5
1,Relax,223,38,2147483647,14
1,Relax,223,422,2147483647,13
1,Relax,223,39,2147483647,20
1,Relax,223,168,2147483647,2
1,Relax,223,171,2147483647,11
1,Relax,223,173,2147483647,1
1,Relax,223,174,2147483647,10
1,Relax,223,302,2147483647,20
1,Relax,223,430,2147483647,6
1,Relax,223,175,2147483647,2
1,Relax,223,49,2147483647,16
1,Relax,223,434,2147483647,17
1,Relax,223,308,2147483647,12
1,Relax,223,437,2147483647,4
1,Relax,223,315,2147483647,8
1,Relax,223,61,2147483647,8
1,Relax,223,317,2147483647,15
1,Relax,223,447,2147483647,7
1,Relax,223,320,2147483647,13
1,Relax,223,193,2147483647,4
1,Relax,223,322,2147483647,4
1,Relax,223,67,2147483647,10
1,Relax,223,195,2147483647,2
1,Relax,223,452,2147483647,6
1,Relax,223,198,2147483647,12
1,Relax,223,327,2147483647,8
1,Relax,223,455,2147483647,11
1,Relax,223,464,2147483647,18
1,Relax,223,337,2147483647,13
1,Relax,223,82,2147483647,14
1,Relax,223,467,2147483647,4
1,Relax,223,341,2147483647,9
1,Relax,223,89,2147483647,20
1,Relax,223,474,2147483647,19
1,Relax,223,481,2147483647,8
1,Relax,223,354,2147483647,9
1,Relax,223,482,2147483647,7
1,Relax,223,485,2147483647,15
