Step,Action,Node,Neighbor,OldG,NewG,H,NewF,OpenSize
0,Pop,43,,,,,,0
1,Relax,43,48,2147483647,14,4,18,1
2,Pop,48,,,,,,0
3,Relax,48,36,2147483647,26,8,34,1
4,Relax,48,26,2147483647,28,18,46,2
5,Pop,36,,,,,,1
6,Relax,36,49,2147483647,35,5,40,2
7,Relax,36,15,2147483647,28,29,57,3
8,Pop,49,,,,,,2
9,Relax,49,81,2147483647,46,37,83,3
10,Relax,49,9,2147483647,49,35,84,4
11,Relax,49,31,2147483647,50,13,63,5
12,Pop,26,,,,,,4
13,Relax,26,50,2147483647,43,6,49,5
14,Relax,26,10,2147483647,44,34,78,6
15,Pop,50,,,,,,5
16,Relax,50,64,2147483647,51,20,71,6
17,Relax,50,98,2147483647,48,54,102,7
18,Relax,50,86,2147483647,48,42,90,8
19,Relax,50,56,2147483647,56,12,68,9
20,Relax,50,76,2147483647,50,32,82,10
21,Relax,50,45,2147483647,55,1,56,11
22,Pop,45,,,,,,10
23,Relax,45,70,2147483647,59,26,85,11
24,Pop,15,,,,,,10
25,Relax,15,83,2147483647,45,39,84,11
26,Pop,31,,,,,,10
27,Relax,31,74,2147483647,68,30,98,11
28,Relax,31,61,2147483647,67,17,84,12
29,Relax,31,62,2147483647,70,18,88,13
30,Pop,56,,,,,,12
31,Relax,56,29,2147483647,72,15,87,13
32,Pop,64,,,,,,12
33,Pop,10,,,,,,11
34,Relax,10,92,2147483647,51,48,99,12
35,Pop,76,,,,,,11
36,Relax,76,0,2147483647,61,44,105,12
37,Relax,76,23,2147483647,70,21,91,13
38,Pop,81,,,,,,12
39,Relax,81,66,2147483647,49,22,71,13
40,Relax,81,90,2147483647,48,46,94,14
41,Relax,81,93,2147483647,53,49,102,15
42,Pop,66,,,,,,14
43,Relax,66,17,2147483647,68,27,95,15
44,Relax,66,67,2147483647,65,23,88,16
45,Pop,83,,,,,,15
46,Pop,9,,,,,,14
47,Relax,9,45,55,54,1,55,15
48,Pop,61,,,,,,13
49,Relax,61,42,2147483647,77,2,79,14
50,Relax,61,75,2147483647,71,31,102,15
51,Pop,42,,,,,,14
52,Relax,42,2,2147483647,86,42,128,15
53,Relax,42,34,2147483647,85,10,95,16
54,Pop,70,,,,,,15
55,Relax,70,35,2147483647,73,9,82,16
56,Relax,70,29,72,64,15,79,17
57,Pop,29,,,,,,16
58,Relax,29,38,2147483647,76,6,82,17
59,Relax,29,7,2147483647,70,37,107,18
60,Relax,29,73,2147483647,77,29,106,19
61,Pop,35,,,,,,18
62,Relax,35,52,2147483647,77,8,85,19
63,Pop,38,,,,,,18
64,Relax,38,27,2147483647,81,17,98,19
65,Pop,52,,,,,,18
66,Pop,67,,,,,,16
67,Relax,67,28,2147483647,80,16,96,17
68,Pop,62,,,,,,16
69,Relax,62,5,2147483647,72,39,111,17
70,Relax,62,58,2147483647,77,14,91,18
71,Pop,86,,,,,,17
72,Relax,86,71,2147483647,51,27,78,18
73,Pop,71,,,,,,17
74,Pop,23,,,,,,16
75,Pop,58,,,,,,15
76,Relax,58,37,2147483647,79,7,86,16
77,Pop,37,,,,,,15
78,Relax,37,46,2147483647,84,2,86,16
79,Pop,46,,,,,,15
80,Relax,46,55,2147483647,85,11,96,16
81,Pop,90,,,,,,15
82,Relax,90,22,2147483647,49,22,71,16
83,Relax,90,30,2147483647,54,14,68,17
84,Pop,30,,,,,,16
85,Relax,30,82,2147483647,71,38,109,17
86,Pop,22,,,,,,16
87,Relax,22,89,2147483647,63,45,108,17
88,Pop,34,,,,,,16
89,Pop,17,,,,,,15
90,Relax,17,65,2147483647,70,21,91,16
91,Relax,17,55,85,74,11,85,17
92,Relax,17,14,2147483647,78,30,108,18
93,Pop,55,,,,,,17
94,Relax,55,39,2147483647,80,5,85,18
95,Relax,55,46,84,75,2,77,19
96,Pop,39,,,,,,17
97,Relax,39,59,2147483647,97,15,112,18
98,Pop,65,,,,,,17
99,Pop,28,,,,,,16
100,Relax,28,96,2147483647,94,52,146,17
101,Pop,27,,,,,,15
102,Relax,27,91,2147483647,88,47,135,16
103,Pop,74,,,,,,15
104,Relax,74,2,86,76,42,118,16
105,Pop,92,,,,,,15
106,Relax,92,51,2147483647,53,7,60,16
107,Relax,92,37,79,62,7,69,17
108,Pop,51,,,,,,16
109,Relax,51,18,2147483647,54,26,80,17
110,Relax,51,41,2147483647,54,3,57,18
111,Pop,41,,,,,,17
112,Pop,18,,,,,,15
113,Relax,18,85,2147483647,69,41,110,16
114,Relax,18,59,97,73,15,88,17
115,Pop,59,,,,,,16
116,Pop,93,,,,,,15
117,Relax,93,55,74,67,11,78,16
118,Pop,98,,,,,,14
119,Relax,98,37,62,61,7,68,15
120,Relax,98,55,67,56,11,67,16
121,Pop,75,,,,,,13
122,Relax,75,24,2147483647,86,20,106,14
123,Relax,75,78,2147483647,85,34,119,15
124,Pop,0,,,,,,14
125,Relax,0,7,70,69,37,106,15
126,Pop,73,,,,,,14
127,Relax,73,78,85,79,34,113,15
128,Pop,24,,,,,,14
129,Relax,24,68,2147483647,101,24,125,15
130,Pop,7,,,,,,14
131,Relax,7,95,2147483647,85,51,136,15
132,Pop,14,,,,,,13
133,Pop,89,,,,,,12
134,Relax,89,80,2147483647,80,36,116,13
135,Relax,89,19,2147483647,65,25,90,14
136,Pop,19,,,,,,13
137,Relax,19,11,2147483647,75,33,108,14
138,Pop,11,,,,,,13
139,Relax,11,21,2147483647,80,23,103,14
140,Relax,11,79,2147483647,85,35,120,15
141,Pop,21,,,,,,14
142,Relax,21,94,2147483647,90,50,140,15
143,Pop,82,,,,,,14
144,Relax,82,78,79,74,34,108,15
145,Relax,82,47,2147483647,72,3,75,16
146,Pop,47,,,,,,15
147,Relax,47,12,2147483647,86,32,118,16
148,Pop,78,,,,,,15
149,Relax,78,73,77,76,29,105,16
150,Pop,85,,,,,,14
151,Pop,5,,,,,,13
152,Pop,80,,,,,,10
153,Pop,12,,,,,,9
154,Relax,12,20,2147483647,106,24,130,10
155,Relax,12,8,2147483647,96,36,132,11
156,Pop,2,,,,,,10
157,Pop,79,,,,,,8
158,Pop,68,,,,,,7
159,Relax,68,84,2147483647,106,40,146,8
160,Pop,20,,,,,,6
161,Pop,8,,,,,,5
162,Pop,91,,,,,,4
163,Pop,95,,,,,,3
164,Relax,95,44,2147483647,102,0,102,4
165,Pop,44,,,,,,3
166,ReachedGoal,44,,,,,,3
