Step,Action,Node,Neighbor,OldG,NewG,H,NewF,OpenSize
0,Pop,498,,,,,,0
1,Relax,498,258,2147483647,9,241,250,1
2,Relax,498,387,2147483647,10,112,122,2
3,Relax,498,134,2147483647,3,365,368,3
4,Relax,498,6,2147483647,3,493,496,4
5,Relax,498,268,2147483647,16,231,247,5
6,Relax,498,145,2147483647,19,354,373,6
7,Relax,498,273,2147483647,10,226,236,7
8,Relax,498,147,2147483647,4,352,356,8
9,Relax,498,150,2147483647,2,349,351,9
10,Relax,498,26,2147483647,12,473,485,10
11,Relax,498,283,2147483647,18,216,234,11
12,Relax,498,285,2147483647,4,214,218,12
13,Relax,498,40,2147483647,3,459,462,13
14,Relax,498,296,2147483647,13,203,216,14
15,Relax,498,41,2147483647,4,458,462,15
16,Relax,498,171,2147483647,16,328,344,16
17,Relax,498,302,2147483647,12,197,209,17
18,Relax,498,304,2147483647,16,195,211,18
19,Relax,498,432,2147483647,9,67,76,19
20,Relax,498,436,2147483647,1,63,64,20
21,Relax,498,315,2147483647,20,184,204,21
22,Relax,498,189,2147483647,8,310,318,22
23,Relax,498,317,2147483647,7,182,189,23
24,Relax,498,64,2147483647,17,435,452,24
25,Relax,498,197,2147483647,10,302,312,25
26,Relax,498,328,2147483647,11,171,182,26
27,Relax,498,72,2147483647,19,427,446,27
28,Relax,498,201,2147483647,2,298,300,28
29,Relax,498,203,2147483647,17,296,313,29
30,Relax,498,464,2147483647,19,35,54,30
31,Relax,498,84,2147483647,4,415,419,31
32,Relax,498,468,2147483647,4,31,35,32
33,Relax,498,340,2147483647,2,159,161,33
34,Relax,498,342,2147483647,18,157,175,34
35,Relax,498,470,2147483647,15,29,44,35
36,Relax,498,215,2147483647,13,284,297,36
37,Relax,498,347,2147483647,16,152,168,37
38,Relax,498,92,2147483647,6,407,413,38
39,Relax,498,476,2147483647,18,23,41,39
40,Relax,498,221,2147483647,6,278,284,40
41,Relax,498,97,2147483647,18,402,420,41
42,Relax,498,98,2147483647,8,401,409,42
43,Relax,498,99,2147483647,15,400,415,43
44,Relax,498,102,2147483647,11,397,408,44
45,Relax,498,359,2147483647,20,140,160,45
46,Relax,498,232,2147483647,16,267,283,46
47,Relax,498,489,2147483647,2,10,12,47
48,Relax,498,107,2147483647,1,392,393,48
49,Relax,498,491,2147483647,8,8,16,49
50,Relax,498,108,2147483647,16,391,407,50
51,Relax,498,493,2147483647,5,6,11,51
52,Relax,498,242,2147483647,11,257,268,52
53,Relax,498,116,2147483647,15,383,398,53
54,Relax,498,376,2147483647,11,123,134,54
55,Relax,498,249,2147483647,3,250,253,55
56,Relax,498,125,2147483647,2,374,376,56
57,Pop,493,,,,,,55
58,Relax,493,128,2147483647,17,371,388,56
59,Relax,493,322,2147483647,9,177,186,57
60,Relax,493,68,2147483647,8,431,439,58
61,Relax,493,133,2147483647,22,366,388,59
62,Relax,493,71,2147483647,17,428,445,60
63,Relax,493,392,2147483647,11,107,118,61
64,Relax,493,137,2147483647,9,362,371,62
65,Relax,493,202,2147483647,9,297,306,63
66,Relax,493,396,2147483647,21,103,124,64
67,Relax,493,461,2147483647,15,38,53,65
68,Relax,493,397,2147483647,21,102,123,66
69,Relax,493,143,2147483647,18,356,374,67
70,Relax,493,336,2147483647,17,163,180,68
71,Relax,493,465,2147483647,14,34,48,69
72,Relax,493,467,2147483647,25,32,57,70
73,Relax,493,83,2147483647,14,416,430,71
74,Relax,493,151,2147483647,10,348,358,72
75,Relax,493,24,2147483647,12,475,487,73
76,Relax,493,90,2147483647,9,409,418,74
77,Relax,493,155,2147483647,23,344,367,75
78,Relax,493,284,2147483647,6,215,221,76
79,Relax,493,95,2147483647,7,404,411,77
80,Relax,493,352,2147483647,15,147,162,78
81,Relax,493,35,2147483647,7,464,471,79
82,Relax,493,421,2147483647,21,78,99,80
83,Relax,493,423,2147483647,6,76,82,81
84,Relax,493,103,2147483647,16,396,412,82
85,Relax,493,295,2147483647,16,204,220,83
86,Relax,493,299,2147483647,16,200,216,84
87,Relax,493,172,2147483647,15,327,342,85
88,Relax,493,236,2147483647,17,263,280,86
89,Relax,493,110,2147483647,25,389,414,87
90,Relax,493,494,2147483647,25,5,30,88
91,Relax,493,48,2147483647,18,451,469,89
92,Relax,493,176,2147483647,19,323,342,90
93,Relax,493,369,2147483647,7,130,137,91
94,Relax,493,50,2147483647,25,449,474,92
95,Relax,493,435,2147483647,7,64,71,93
96,Relax,493,120,2147483647,10,379,389,94
97,Relax,493,60,2147483647,6,439,445,95
98,Relax,493,252,2147483647,20,247,267,96
99,Relax,493,190,2147483647,6,309,315,97
100,Relax,493,255,2147483647,13,244,257,98
101,Pop,489,,,,,,97
102,Relax,489,325,2147483647,9,174,183,98
103,Relax,489,390,2147483647,11,109,120,99
104,Relax,489,198,2147483647,10,301,311,100
105,Relax,489,136,2147483647,19,363,382,101
106,Relax,489,8,2147483647,9,491,500,102
107,Relax,489,457,2147483647,6,42,48,103
108,Relax,489,13,2147483647,8,486,494,104
109,Relax,489,79,2147483647,17,420,437,105
110,Relax,489,337,2147483647,14,162,176,106
111,Relax,489,469,2147483647,12,30,42,107
112,Relax,489,471,2147483647,22,28,50,108
113,Relax,489,408,2147483647,21,91,112,109
114,Relax,489,281,2147483647,3,218,221,110
115,Relax,489,220,2147483647,18,279,297,111
116,Relax,489,476,18,5,23,28,112
117,Relax,489,31,2147483647,13,468,481,113
118,Relax,489,223,2147483647,19,276,295,114
119,Relax,489,96,2147483647,18,403,421,115
120,Relax,489,481,2147483647,22,18,40,116
121,Relax,489,290,2147483647,21,209,230,117
122,Relax,489,37,2147483647,14,462,476,118
123,Relax,489,165,2147483647,19,334,353,119
124,Relax,489,487,2147483647,17,12,29,120
125,Relax,489,105,2147483647,11,394,405,121
126,Relax,489,170,2147483647,11,329,340,122
127,Relax,489,299,16,15,200,215,123
128,Relax,489,429,2147483647,14,70,84,124
129,Relax,489,366,2147483647,18,133,151,125
130,Relax,489,367,2147483647,14,132,146,126
131,Relax,489,239,2147483647,17,260,277,127
132,Relax,489,115,2147483647,21,384,405,128
133,Relax,489,371,2147483647,18,128,146,129
134,Relax,489,499,2147483647,6,0,6,130
135,Relax,489,180,2147483647,8,319,327,131
136,Relax,489,181,2147483647,12,318,330,132
137,Relax,489,311,2147483647,12,188,200,133
138,Relax,489,184,2147483647,22,315,337,134
139,Relax,489,313,2147483647,22,186,208,135
140,Relax,489,378,2147483647,10,121,131,136
141,Relax,489,444,2147483647,5,55,60,137
142,Relax,489,317,7,6,182,188,138
143,Relax,489,63,2147483647,18,436,454,139
144,Relax,489,319,2147483647,10,180,190,140
145,Pop,499,,,,,,139
146,ReachedGoal,499,,,,,,139
