Step,Action,Node,Neighbor,OldG,NewG,H,NewF,OpenSize
0,Pop,93,,,,,,0
1,Relax,93,96,2147483647,10,2,12,1
2,Relax,93,2,2147483647,20,92,112,2
3,Relax,93,66,2147483647,9,28,37,3
4,Relax,93,68,2147483647,10,26,36,4
5,Relax,93,72,2147483647,3,22,25,5
6,Relax,93,42,2147483647,11,52,63,6
7,Relax,93,13,2147483647,14,81,95,7
8,Relax,93,45,2147483647,20,49,69,8
9,Relax,93,14,2147483647,1,80,81,9
10,Relax,93,18,2147483647,17,76,93,10
11,Relax,93,23,2147483647,13,71,84,11
12,Relax,93,24,2147483647,4,70,74,12
13,Relax,93,56,2147483647,2,38,40,13
14,Relax,93,57,2147483647,4,37,41,14
15,Relax,93,30,2147483647,10,64,74,15
16,Relax,93,94,2147483647,3,0,3,16
17,Pop,94,,,,,,15
18,ReachedGoal,94,,,,,,15
