Step,Action,Node,Neighbor,ColorNode,ColorNeighbor
0,ColorStart,0,,0,
1,ColorAssign,0,7,0,1
2,ColorAssign,0,77,0,1
3,ColorAssign,0,81,0,1
4,ColorAssign,77,12,1,0
5,ColorAssign,77,42,1,0
6,ColorAssign,81,50,1,0
7,ColorAssign,12,26,0,1
8,ColorAssign,12,40,0,1
9,ColorAssign,42,53,0,1
10,ColorAssign,42,74,0,1
11,ColorAssign,50,51,0,1
12,ColorAssign,26,5,1,0
13,ColorAssign,26,36,1,0
14,ColorAssign,26,92,1,0
15,ColorAssign,40,18,1,0
16,ColorAssign,40,58,1,0
17,Conflict,40,74,1,1
