Iteration,Action,U,V,OldDist,NewDist
1,Relax,246,192,2147483647,13
1,Relax,246,385,2147483647,3
1,Relax,246,257,2147483647,14
1,Relax,246,258,2147483647,16
1,Relax,246,456,2147483647,18
1,Relax,246,264,2147483647,3
1,Relax,246,9,2147483647,18
1,Relax,246,270,2147483647,15
1,Relax,246,145,2147483647,10
1,Relax,246,86,2147483647,7
1,Relax,246,278,2147483647,7
1,Relax,246,406,2147483647,20
1,Relax,246,153,2147483647,10
1,Relax,246,90,2147483647,5
1,Relax,246,221,2147483647,12
1,Relax,246,349,2147483647,1
1,Relax,246,481,2147483647,3
1,Relax,246,482,2147483647,9
1,Relax,246,99,2147483647,18
1,Relax,246,36,2147483647,17
1,Relax,246,420,2147483647,4
1,Relax,246,231,2147483647,17
1,Relax,246,426,2147483647,5
1,Relax,246,171,2147483647,14
1,Relax,246,299,2147483647,9
1,Relax,246,428,2147483647,5
1,Relax,246,47,2147483647,6
1,Relax,246,240,2147483647,11
1,Relax,246,243,2147483647,4
1,Relax,246,307,2147483647,10
1,Relax,246,499,2147483647,16
1,Relax,246,116,2147483647,6
1,Relax,246,244,2147483647,11
1,Relax,246,308,2147483647,6
1,Relax,246,120,2147483647,10
1,Relax,246,248,2147483647,5
1,Relax,246,312,2147483647,13
1,Relax,246,58,2147483647,8
1,Relax,246,123,2147483647,2
1,Relax,246,381,2147483647,19
1,Relax,246,383,2147483647,9
1,Relax,248,7,2147483647,21
1,Relax,248,199,2147483647,11
1,Relax,248,200,2147483647,19
1,Relax,248,396,2147483647,16
1,Relax,248,77,2147483647,22
1,Relax,248,78,2147483647,12
1,Relax,248,398,2147483647,14
1,Relax,248,462,2147483647,20
1,Relax,248,275,2147483647,21
1,Relax,248,405,2147483647,15
1,Relax,248,343,2147483647,17
1,Relax,248,24,2147483647,17
1,Relax,248,217,2147483647,20
1,Relax,248,25,2147483647,23
1,Relax,248,475,2147483647,21
1,Relax,248,92,2147483647,10
1,Relax,248,348,2147483647,18
1,Relax,248,412,2147483647,23
1,Relax,248,225,2147483647,16
1,Relax,248,162,2147483647,6
1,Relax,248,290,2147483647,20
1,Relax,248,291,2147483647,10
1,Relax,248,228,2147483647,8
1,Relax,248,165,2147483647,22
1,Relax,248,294,2147483647,19
1,Relax,248,167,2147483647,17
1,Relax,248,362,2147483647,17
1,Relax,248,427,2147483647,17
1,Relax,248,173,2147483647,21
1,Relax,248,119,2147483647,21
1,Relax,248,439,2147483647,10
1,Relax,248,120,10,9
1,Relax,248,121,2147483647,24
1,Relax,248,313,2147483647,16
1,Relax,248,377,2147483647,24
1,Relax,248,249,2147483647,18
1,Relax,248,443,2147483647,13
1,Relax,248,252,2147483647,22
1,Relax,249,256,2147483647,20
1,Relax,249,3,2147483647,38
1,Relax,249,134,2147483647,24
1,Relax,249,144,2147483647,28
1,Relax,249,272,2147483647,27
1,Relax,249,146,2147483647,31
1,Relax,249,402,2147483647,21
1,Relax,249,276,2147483647,27
1,Relax,249,410,2147483647,27
1,Relax,249,160,2147483647,38
1,Relax,249,288,2147483647,36
1,Relax,249,417,2147483647,30
1,Relax,249,421,2147483647,29
1,Relax,249,166,2147483647,32
1,Relax,249,423,2147483647,34
1,Relax,249,170,2147483647,26
1,Relax,249,44,2147483647,22
1,Relax,249,429,2147483647,27
1,Relax,249,174,2147483647,32
1,Relax,249,303,2147483647,24
1,Relax,249,49,2147483647,35
1,Relax,249,181,2147483647,30
1,Relax,249,53,2147483647,33
1,Relax,249,190,2147483647,32
1,Relax,249,67,2147483647,33
1,Relax,249,324,2147483647,31
1,Relax,249,452,2147483647,22
1,Relax,249,70,2147483647,23
1,Relax,249,457,2147483647,29
1,Relax,249,74,2147483647,33
1,Relax,249,346,2147483647,35
1,Relax,249,476,2147483647,29
1,Relax,249,96,2147483647,36
1,Relax,249,480,2147483647,22
1,Relax,249,226,2147483647,30
1,Relax,249,102,2147483647,38
1,Relax,249,103,2147483647,26
1,Relax,249,489,2147483647,31
1,Relax,249,236,2147483647,25
1,Relax,249,497,2147483647,25
1,Relax,249,498,2147483647,21
1,Relax,249,115,2147483647,27
1,Relax,249,371,2147483647,33
1,Relax,249,250,2147483647,29
1,Relax,249,252,22,20
1,Relax,250,133,2147483647,38
1,Relax,250,137,2147483647,42
1,Relax,250,393,2147483647,33
1,Relax,250,266,2147483647,36
1,Relax,250,268,2147483647,40
1,Relax,250,404,2147483647,37
1,Relax,250,21,2147483647,36
1,Relax,250,31,2147483647,41
1,Relax,250,415,2147483647,44
1,Relax,250,416,2147483647,42
1,Relax,250,34,2147483647,43
1,Relax,250,295,2147483647,30
1,Relax,250,425,2147483647,32
1,Relax,250,43,2147483647,49
1,Relax,250,306,2147483647,48
1,Relax,250,64,2147483647,39
1,Relax,250,195,2147483647,44
1,Relax,250,328,2147483647,45
1,Relax,250,460,2147483647,33
1,Relax,250,206,2147483647,35
1,Relax,250,338,2147483647,39
1,Relax,250,215,2147483647,39
1,Relax,250,216,2147483647,38
1,Relax,250,477,2147483647,44
1,Relax,250,351,2147483647,42
1,Relax,250,104,2147483647,40
1,Relax,250,492,2147483647,33
1,Relax,250,109,2147483647,47
1,Relax,250,365,2147483647,39
1,Relax,250,113,2147483647,32
1,Relax,250,372,2147483647,33
1,Relax,250,375,2147483647,32
1,Relax,250,126,2147483647,38
1,Relax,252,1,2147483647,33
1,Relax,252,194,2147483647,35
1,Relax,252,201,2147483647,35
1,Relax,252,393,33,22
1,Relax,252,141,2147483647,39
1,Relax,252,206,35,28
1,Relax,252,15,2147483647,38
1,Relax,252,79,2147483647,37
1,Relax,252,80,2147483647,37
1,Relax,252,209,2147483647,33
1,Relax,252,146,31,28
1,Relax,252,83,2147483647,21
1,Relax,252,404,37,27
