Step,Action,Node,Neighbor,OldG,NewG,H,NewF,OpenSize
0,Pop,92,,,,,,0
1,Relax,92,4,2147483647,10,89,99,1
2,Relax,92,8,2147483647,10,85,95,2
3,Pop,8,,,,,,1
4,Relax,8,53,2147483647,12,40,52,2
5,Relax,8,43,2147483647,27,50,77,3
6,Pop,53,,,,,,2
7,Relax,53,61,2147483647,19,32,51,3
8,Relax,53,78,2147483647,25,15,40,4
9,Pop,78,,,,,,3
10,Relax,78,80,2147483647,27,13,40,4
11,Relax,78,57,2147483647,32,36,68,5
12,Relax,78,45,2147483647,38,48,86,6
13,Relax,78,77,2147483647,35,16,51,7
14,Pop,80,,,,,,6
15,Relax,80,48,2147483647,38,45,83,7
16,Relax,80,64,2147483647,30,29,59,8
17,Relax,80,6,2147483647,33,87,120,9
18,Pop,61,,,,,,8
19,Relax,61,60,2147483647,30,33,63,9
20,Pop,77,,,,,,8
21,Relax,77,97,2147483647,48,4,52,9
22,Relax,77,83,2147483647,42,10,52,10
23,Relax,77,40,2147483647,38,53,91,11
24,Pop,97,,,,,,10
25,Relax,97,20,2147483647,52,73,125,11
26,Pop,83,,,,,,10
27,Relax,83,34,2147483647,56,59,115,11
28,Relax,83,79,2147483647,46,14,60,12
29,Pop,64,,,,,,11
30,Pop,79,,,,,,10
31,Relax,79,67,2147483647,65,26,91,11
32,Relax,79,55,2147483647,57,38,95,12
33,Relax,79,87,2147483647,50,6,56,13
34,Pop,87,,,,,,12
35,Relax,87,65,2147483647,64,28,92,13
36,Relax,87,41,2147483647,58,52,110,14
37,Relax,87,74,2147483647,63,19,82,15
38,Relax,87,62,2147483647,55,31,86,16
39,Relax,87,14,2147483647,68,79,147,17
40,Pop,60,,,,,,16
41,Relax,60,3,2147483647,48,90,138,17
42,Relax,60,86,2147483647,35,7,42,18
43,Pop,86,,,,,,17
44,Relax,86,81,2147483647,47,12,59,18
45,Relax,86,67,65,39,26,65,19
46,Relax,86,11,2147483647,44,82,126,20
47,Pop,81,,,,,,19
48,Relax,81,37,2147483647,67,56,123,20
49,Pop,67,,,,,,19
50,Relax,67,37,67,43,56,99,20
51,Relax,67,71,2147483647,42,22,64,21
52,Relax,67,91,2147483647,40,2,42,22
53,Pop,91,,,,,,21
54,Relax,91,17,2147483647,60,76,136,22
55,Pop,71,,,,,,21
56,Relax,71,17,60,55,76,131,22
57,Relax,71,69,2147483647,43,24,67,23
58,Pop,69,,,,,,22
59,Relax,69,65,64,48,28,76,23
60,Relax,69,98,2147483647,60,5,65,24
61,Pop,98,,,,,,23
62,Pop,57,,,,,,22
63,Pop,65,,,,,,21
64,Relax,65,39,2147483647,67,54,121,22
65,Relax,65,95,2147483647,61,2,63,23
66,Pop,95,,,,,,22
67,Relax,95,25,2147483647,77,68,145,23
68,Relax,95,42,2147483647,72,51,123,24
69,Pop,43,,,,,,23
70,Relax,43,50,2147483647,29,43,72,24
71,Pop,50,,,,,,23
72,Relax,50,94,2147483647,46,1,47,24
73,Pop,94,,,,,,23
74,Relax,94,27,2147483647,64,66,130,24
75,Pop,74,,,,,,23
76,Relax,74,19,2147483647,77,74,151,24
77,Relax,74,36,2147483647,69,57,126,25
78,Pop,48,,,,,,24
79,Relax,48,55,57,52,38,90,25
80,Pop,62,,,,,,24
81,Pop,45,,,,,,23
82,Pop,55,,,,,,22
83,Relax,55,74,63,54,19,73,23
84,Relax,55,28,2147483647,68,65,133,24
85,Relax,55,44,2147483647,56,49,105,25
86,Pop,40,,,,,,22
87,Relax,40,35,2147483647,42,58,100,23
88,Relax,40,38,2147483647,46,55,101,24
89,Pop,4,,,,,,21
90,Relax,4,77,35,12,16,28,22
91,Relax,4,63,2147483647,30,30,60,23
92,Pop,63,,,,,,21
93,Relax,63,22,2147483647,40,71,111,22
94,Relax,63,73,2147483647,38,20,58,23
95,Pop,73,,,,,,22
96,Relax,73,12,2147483647,58,81,139,23
97,Pop,37,,,,,,22
98,Pop,35,,,,,,21
99,Relax,35,17,55,54,76,130,22
100,Pop,38,,,,,,21
101,Relax,38,19,77,57,74,131,22
102,Pop,44,,,,,,21
103,Relax,44,93,2147483647,62,0,62,22
104,Pop,93,,,,,,21
105,ReachedGoal,93,,,,,,21
