Step,Action,Node,Neighbor,OldG,NewG,H,NewF,OpenSize
0,Pop,64,,,,,,0
1,Relax,64,32,2147483647,14,33,47,1
2,Relax,64,66,2147483647,19,1,20,2
3,Relax,64,83,2147483647,1,18,19,3
4,Relax,64,99,2147483647,19,34,53,4
5,Relax,64,20,2147483647,14,45,59,5
6,Relax,64,53,2147483647,19,12,31,6
7,Relax,64,40,2147483647,1,25,26,7
8,Relax,64,25,2147483647,19,40,59,8
9,Relax,64,89,2147483647,3,24,27,9
10,Relax,64,74,2147483647,4,9,13,10
11,Relax,64,75,2147483647,4,10,14,11
12,Pop,74,,,,,,10
13,Relax,74,18,2147483647,13,47,60,11
14,Relax,74,66,19,8,1,9,12
15,Relax,74,51,2147483647,6,14,20,13
16,Relax,74,36,2147483647,16,29,45,14
17,Relax,74,69,2147483647,24,4,28,15
18,Relax,74,46,2147483647,8,19,27,16
19,Relax,74,94,2147483647,17,29,46,17
20,Relax,74,79,2147483647,8,14,22,18
21,Pop,66,,,,,,17
22,Relax,66,16,2147483647,24,49,73,18
23,Relax,66,48,2147483647,26,17,43,19
24,Relax,66,1,2147483647,25,64,89,20
25,Relax,66,50,2147483647,19,15,34,21
26,Relax,66,35,2147483647,26,30,56,22
27,Relax,66,69,24,12,4,16,23
28,Relax,66,23,2147483647,15,42,57,24
29,Relax,66,8,2147483647,17,57,74,25
30,Pop,75,,,,,,24
31,Relax,75,48,26,15,17,32,25
32,Relax,75,32,14,8,33,41,26
33,Relax,75,97,2147483647,5,32,37,27
34,Relax,75,66,8,6,1,7,28
35,Relax,75,6,2147483647,15,59,74,29
36,Relax,75,77,2147483647,14,12,26,30
37,Relax,75,14,2147483647,14,51,65,31
38,Relax,75,78,2147483647,22,13,35,32
39,Pop,69,,,,,,30
40,Relax,69,65,2147483647,32,0,32,31
41,Relax,69,98,2147483647,22,33,55,32
42,Relax,69,68,2147483647,15,3,18,33
43,Relax,69,37,2147483647,20,28,48,34
44,Relax,69,11,2147483647,27,54,81,35
45,Relax,69,45,2147483647,29,20,49,36
46,Relax,69,19,2147483647,22,46,68,37
47,Relax,69,26,2147483647,25,39,64,38
48,Pop,68,,,,,,37
49,Relax,68,5,2147483647,19,60,79,38
50,Relax,68,54,2147483647,35,11,46,39
51,Relax,68,39,2147483647,22,26,48,40
52,Relax,68,27,2147483647,24,38,62,41
53,Pop,83,,,,,,40
54,Relax,83,96,2147483647,19,31,50,41
55,Relax,83,82,2147483647,15,17,32,42
56,Relax,83,24,2147483647,2,41,43,43
57,Relax,83,57,2147483647,7,8,15,44
58,Relax,83,14,14,5,51,56,45
59,Relax,83,62,2147483647,10,3,13,46
60,Pop,62,,,,,,45
61,Relax,62,59,2147483647,20,6,26,46
62,Relax,62,11,27,20,54,74,47
63,Relax,62,60,2147483647,18,5,23,48
64,Relax,62,29,2147483647,28,36,64,49
65,Relax,62,31,2147483647,11,34,45,50
66,Relax,62,63,2147483647,12,2,14,51
67,Pop,63,,,,,,50
68,Relax,63,17,2147483647,32,48,80,51
69,Relax,63,92,2147483647,19,27,46,52
70,Pop,57,,,,,,51
71,Relax,57,65,32,12,0,12,52
72,Relax,57,7,2147483647,14,58,72,53
73,Relax,57,47,2147483647,14,18,32,54
74,Relax,57,17,32,20,48,68,55
75,Relax,57,19,22,13,46,59,56
76,Relax,57,23,15,11,42,53,57
77,Relax,57,91,2147483647,25,26,51,58
78,Relax,57,28,2147483647,27,37,64,59
79,Pop,65,,,,,,58
80,ReachedGoal,65,,,,,,58
