Step,Action,Node,Neighbor,OldG,NewG,H,NewF,OpenSize
138,Relax,494,342,20,13,155,168,136
139,Relax,494,93,2147483647,10,404,414,137
140,Relax,494,349,2147483647,15,148,163,138
141,Relax,494,94,2147483647,20,403,423,139
142,Relax,494,350,19,7,147,154,140
143,Relax,494,355,2147483647,11,142,153,141
144,Relax,494,100,2147483647,21,397,418,142
145,Relax,494,356,2147483647,16,141,157,143
146,Relax,494,357,2147483647,9,140,149,144
147,Relax,494,360,2147483647,9,137,146,145
148,Relax,494,366,2147483647,10,131,141,146
149,Relax,494,367,2147483647,25,130,155,147
150,Relax,494,368,2147483647,22,129,151,148
151,Relax,494,370,2147483647,9,127,136,149
152,Relax,494,374,17,11,123,134,150
153,Relax,494,122,17,15,375,390,151
154,Relax,494,381,2147483647,18,116,134,152
155,Relax,494,129,2147483647,15,368,383,153
156,Relax,494,387,2147483647,15,110,125,154
157,Relax,494,391,2147483647,13,106,119,155
158,Relax,494,136,2147483647,9,361,370,156
159,Relax,494,139,2147483647,23,358,381,157
160,Relax,494,141,2147483647,6,356,362,158
161,Relax,494,397,2147483647,12,100,112,159
162,Relax,494,400,2147483647,13,97,110,160
163,Relax,494,145,2147483647,12,352,364,161
164,Relax,494,150,2147483647,9,347,356,162
165,Relax,494,407,2147483647,9,90,99,163
166,Relax,494,408,18,12,89,101,164
167,Relax,494,411,2147483647,8,86,94,165
168,Relax,494,158,2147483647,11,339,350,166
169,Relax,494,419,2147483647,21,78,99,167
170,Relax,494,166,2147483647,10,331,341,168
171,Relax,494,424,2147483647,17,73,90,169
172,Relax,494,176,2147483647,15,321,336,170
173,Relax,494,433,14,12,64,76,171
174,Relax,494,435,2147483647,21,62,83,172
175,Relax,494,439,2147483647,18,58,76,173
176,Relax,494,443,2147483647,12,54,66,174
177,Relax,494,188,2147483647,21,309,330,175
178,Relax,494,194,2147483647,13,303,316,176
179,Relax,494,466,2147483647,6,31,37,177
180,Relax,494,214,2147483647,15,283,298,178
181,Relax,494,217,18,8,280,288,179
182,Relax,494,218,2147483647,7,279,286,180
183,Relax,494,476,2147483647,22,21,43,181
184,Relax,494,478,2147483647,19,19,38,182
185,Relax,494,225,2147483647,19,272,291,183
186,Relax,494,482,2147483647,18,15,33,184
187,Relax,494,483,2147483647,9,14,23,185
188,Relax,494,232,2147483647,17,265,282,186
189,Relax,494,236,2147483647,23,261,284,187
190,Relax,494,237,2147483647,19,260,279,188
191,Relax,494,497,2147483647,6,0,6,189
192,Relax,494,498,2147483647,24,1,25,190
193,Relax,494,249,18,13,248,261,191
194,Relax,494,253,2147483647,18,244,262,192
195,Relax,494,255,2147483647,14,242,256,193
196,Pop,497,,,,,,192
197,ReachedGoal,497,,,,,,192
