Step,Action,Node,Neighbor,OldG,NewG,H,NewF,OpenSize
0,Pop,76,,,,,,0
1,Relax,76,65,2147483647,1,12,13,1
2,Relax,76,99,2147483647,17,22,39,2
3,Relax,76,36,2147483647,14,41,55,3
4,Relax,76,8,2147483647,20,69,89,4
5,Relax,76,10,2147483647,15,67,82,5
6,Relax,76,13,2147483647,12,64,76,6
7,Relax,76,78,2147483647,10,1,11,7
8,Relax,76,50,2147483647,7,27,34,8
9,Relax,76,82,2147483647,1,5,6,9
10,Relax,76,21,2147483647,18,56,74,10
11,Relax,76,85,2147483647,9,8,17,11
12,Relax,76,55,2147483647,16,22,38,12
13,Relax,76,87,2147483647,16,10,26,13
14,Relax,76,24,2147483647,3,53,56,14
15,Relax,76,88,2147483647,4,11,15,15
16,Relax,76,25,2147483647,1,52,53,16
17,Relax,76,26,2147483647,10,51,61,17
18,Relax,76,90,2147483647,9,13,22,18
19,Relax,76,29,2147483647,8,48,56,19
20,Relax,76,61,2147483647,12,16,28,20
21,Relax,76,63,2147483647,11,14,25,21
22,Pop,82,,,,,,20
23,Relax,82,64,2147483647,6,13,19,21
24,Relax,82,96,2147483647,9,19,28,22
25,Relax,82,1,2147483647,17,76,93,23
26,Relax,82,5,2147483647,3,72,75,24
27,Relax,82,38,2147483647,19,39,58,25
28,Relax,82,39,2147483647,8,38,46,26
29,Relax,82,40,2147483647,18,37,55,27
30,Relax,82,73,2147483647,16,4,20,28
31,Relax,82,45,2147483647,4,32,36,29
32,Relax,82,79,2147483647,15,2,17,30
33,Relax,82,81,2147483647,4,4,8,31
34,Relax,82,19,2147483647,12,58,70,32
35,Relax,82,53,2147483647,7,24,31,33
36,Relax,82,22,2147483647,3,55,58,34
37,Relax,82,86,2147483647,11,9,20,35
38,Relax,82,87,16,11,10,21,36
39,Relax,82,27,2147483647,5,50,55,37
40,Relax,82,93,2147483647,2,16,18,38
41,Pop,81,,,,,,37
42,Relax,81,32,2147483647,16,45,61,38
43,Relax,81,0,2147483647,5,77,82,39
44,Relax,81,1,17,5,76,81,40
45,Relax,81,66,2147483647,21,11,32,41
46,Relax,81,34,2147483647,9,43,52,42
47,Relax,81,6,2147483647,16,71,87,43
48,Relax,81,70,2147483647,9,7,16,44
49,Relax,81,12,2147483647,5,65,70,45
50,Relax,81,48,2147483647,21,29,50,46
51,Relax,81,18,2147483647,23,59,82,47
52,Relax,81,84,2147483647,20,7,27,48
53,Relax,81,54,2147483647,9,23,32,49
54,Relax,81,59,2147483647,9,18,27,50
55,Relax,81,30,2147483647,6,47,53,51
56,Pop,78,,,,,,50
57,Relax,78,33,2147483647,11,44,55,51
58,Relax,78,98,2147483647,12,21,33,52
59,Relax,78,35,2147483647,18,42,60,53
60,Relax,78,37,2147483647,22,40,62,54
61,Relax,78,7,2147483647,16,70,86,55
62,Relax,78,71,2147483647,24,6,30,56
63,Relax,78,43,2147483647,12,34,46,57
64,Relax,78,75,2147483647,24,2,26,58
65,Relax,78,77,2147483647,21,0,21,59
66,Relax,78,15,2147483647,21,62,83,60
67,Relax,78,16,2147483647,16,61,77,61
68,Relax,78,80,2147483647,23,3,26,62
69,Pop,65,,,,,,61
70,Relax,65,64,6,2,13,15,62
71,Relax,65,33,11,4,44,48,63
72,Relax,65,98,12,2,21,23,64
73,Relax,65,35,18,6,42,48,65
74,Relax,65,67,2147483647,3,10,13,66
75,Relax,65,8,20,10,69,79,67
76,Relax,65,41,2147483647,3,36,39,68
77,Relax,65,42,2147483647,5,35,40,69
78,Relax,65,77,21,20,0,20,70
79,Relax,65,48,21,17,29,46,71
80,Relax,65,23,2147483647,17,54,71,72
81,Relax,65,57,2147483647,8,20,28,73
82,Relax,65,62,2147483647,15,15,30,74
83,Relax,65,95,2147483647,3,18,21,75
84,Pop,67,,,,,,74
85,Relax,67,66,21,19,11,30,75
86,Relax,67,37,22,12,40,52,76
87,Relax,67,69,2147483647,17,8,25,77
88,Relax,67,70,9,8,7,15,78
89,Relax,67,9,2147483647,6,68,74,79
90,Relax,67,79,15,9,2,11,80
91,Relax,67,18,23,5,59,64,81
92,Relax,67,19,12,4,58,62,82
93,Relax,67,83,2147483647,7,6,13,83
94,Relax,67,58,2147483647,18,19,37,84
95,Pop,79,,,,,,83
96,Relax,79,3,2147483647,18,74,92,84
97,Relax,79,14,2147483647,16,63,79,85
98,Relax,79,47,2147483647,19,30,49,86
99,Relax,79,17,2147483647,25,60,85,87
100,Relax,79,51,2147483647,13,26,39,88
101,Relax,79,28,2147483647,19,49,68,89
102,Pop,83,,,,,,88
103,Relax,83,4,2147483647,19,73,92,89
104,Relax,83,7,16,11,70,81,90
105,Relax,83,40,18,16,37,53,91
106,Relax,83,72,2147483647,10,5,15,92
107,Relax,83,74,2147483647,25,3,28,93
108,Relax,83,17,25,10,60,70,94
109,Relax,83,89,2147483647,10,12,22,95
110,Relax,83,28,19,17,49,66,96
111,Pop,88,,,,,,95
112,Relax,88,51,13,12,26,38,96
113,Relax,88,68,2147483647,7,9,16,97
114,Relax,88,85,9,8,8,16,98
115,Relax,88,55,16,14,22,36,99
116,Relax,88,28,17,7,49,56,100
117,Pop,70,,,,,,99
118,Relax,70,44,2147483647,23,33,56,100
119,Relax,70,15,21,20,62,82,101
120,Relax,70,49,2147483647,11,28,39,102
121,Relax,70,20,2147483647,25,57,82,103
122,Relax,70,92,2147483647,17,15,32,104
123,Pop,72,,,,,,103
124,Relax,72,3,18,12,74,86,104
125,Relax,72,38,19,11,39,50,105
126,Relax,72,75,24,20,2,22,106
127,Relax,72,77,20,18,0,18,107
128,Relax,72,21,18,15,56,71,108
129,Relax,72,56,2147483647,25,21,46,109
130,Pop,64,,,,,,108
131,Relax,64,99,17,8,22,30,109
132,Relax,64,4,19,3,73,76,110
133,Relax,64,10,15,4,67,71,111
134,Relax,64,74,25,10,3,13,112
135,Relax,64,11,2147483647,20,66,86,113
136,Relax,64,48,17,6,29,35,114
137,Relax,64,20,25,19,57,76,115
138,Relax,64,59,9,4,18,22,116
139,Relax,64,60,2147483647,11,17,28,117
140,Relax,64,31,2147483647,21,46,67,118
141,Pop,74,,,,,,117
142,Relax,74,71,24,14,6,20,118
143,Relax,74,47,19,13,30,43,119
144,Relax,74,91,2147483647,20,14,34,120
145,Relax,74,31,21,12,46,58,121
146,Pop,85,,,,,,119
147,Relax,85,74,10,9,3,12,120
148,Relax,85,78,10,9,1,10,121
149,Relax,85,52,2147483647,15,25,40,122
150,Relax,85,23,17,10,54,64,123
151,Pop,68,,,,,,120
152,Relax,68,32,16,10,45,55,121
153,Relax,68,2,2147483647,13,75,88,122
154,Relax,68,3,12,9,74,83,123
155,Relax,68,43,12,8,34,42,124
156,Relax,68,55,14,13,22,35,125
157,Relax,68,63,11,8,14,22,126
158,Pop,93,,,,,,123
159,Relax,93,34,9,8,43,51,124
160,Relax,93,71,14,10,6,16,125
161,Relax,93,16,16,8,61,69,126
162,Relax,93,84,20,6,7,13,127
163,Relax,93,62,15,7,15,22,128
164,Relax,93,30,6,3,47,50,129
165,Pop,84,,,,,,128
166,Relax,84,40,16,9,37,46,129
167,Relax,84,77,18,15,0,15,130
168,Relax,84,21,15,14,56,70,131
169,Relax,84,56,25,8,21,29,132
170,Relax,84,91,20,13,14,27,133
171,Relax,84,60,11,10,17,27,134
172,Relax,84,94,2147483647,22,17,39,135
173,Pop,77,,,,,,134
174,ReachedGoal,77,,,,,,134
