Iteration,Action,U,V,OldDist,NewDist
1,Relax,34,97,2147483647,3
1,Relax,97,67,2147483647,9
2,Relax,67,12,2147483647,13
2,Relax,67,14,2147483647,19
3,Relax,12,53,2147483647,17
3,Relax,14,25,2147483647,35
3,Relax,25,73,2147483647,43
3,Relax,53,61,2147483647,29
3,Relax,61,22,2147483647,34
3,Relax,61,72,2147483647,38
3,Relax,61,88,2147483647,47
3,Relax,61,91,2147483647,45
3,Relax,61,92,2147483647,30
3,Relax,61,47,2147483647,39
3,Relax,72,19,2147483647,56
3,Relax,72,86,2147483647,53
3,Relax,72,75,2147483647,57
3,Relax,73,55,2147483647,51
3,Relax,73,41,2147483647,46
3,Relax,75,78,2147483647,67
3,Relax,75,95,2147483647,68
3,Relax,86,63,2147483647,63
3,Relax,86,15,2147483647,64
3,Relax,91,52,2147483647,62
3,Relax,91,59,2147483647,56
3,Relax,91,78,67,57
3,Relax,91,63,63,57
3,Relax,92,5,2147483647,46
3,Relax,92,13,2147483647,44
3,Relax,95,82,2147483647,84
3,Relax,95,23,2147483647,70
3,Relax,95,27,2147483647,77
4,Relax,5,65,2147483647,49
4,Relax,15,46,2147483647,79
4,Relax,19,4,2147483647,64
4,Relax,19,94,2147483647,58
4,Relax,22,35,2147483647,50
4,Relax,23,3,2147483647,84
4,Relax,23,83,2147483647,90
4,Relax,23,6,2147483647,72
4,Relax,23,44,2147483647,85
4,Relax,23,30,2147483647,81
4,Relax,27,21,2147483647,91
4,Relax,27,56,2147483647,80
4,Relax,30,81,2147483647,85
4,Relax,30,68,2147483647,95
4,Relax,30,11,2147483647,89
4,Relax,30,77,2147483647,98
4,Relax,35,69,2147483647,59
4,Relax,35,31,2147483647,61
4,Relax,41,50,2147483647,54
4,Relax,44,74,2147483647,89
4,Relax,44,76,2147483647,90
4,Relax,46,2,2147483647,86
4,Relax,47,19,56,49
4,Relax,50,3,84,61
4,Relax,52,28,2147483647,74
4,Relax,56,64,2147483647,100
4,Relax,59,21,91,71
4,Relax,63,20,2147483647,68
4,Relax,63,42,2147483647,69
4,Relax,64,36,2147483647,104
4,Relax,65,39,2147483647,55
4,Relax,68,62,2147483647,113
4,Relax,69,96,2147483647,60
4,Relax,69,87,2147483647,79
4,Relax,76,79,2147483647,97
4,Relax,77,89,2147483647,106
4,Relax,77,10,2147483647,117
4,Relax,79,43,2147483647,115
4,Relax,82,26,2147483647,102
4,Relax,83,45,2147483647,100
4,Relax,87,37,2147483647,88
4,Relax,87,58,2147483647,94
4,Relax,89,0,2147483647,121
4,Relax,89,43,115,107
4,Relax,94,36,104,69
5,Relax,2,0,121,104
5,Relax,2,80,2147483647,96
5,Relax,3,66,2147483647,64
5,Relax,3,68,95,71
5,Relax,4,51,2147483647,83
5,Relax,6,17,2147483647,82
5,Relax,6,62,113,85
5,Relax,10,1,2147483647,121
5,Relax,11,38,2147483647,104
5,Relax,11,54,2147483647,98
5,Relax,17,10,117,85
5,Relax,19,4,64,57
5,Relax,19,94,58,51
5,Relax,20,29,2147483647,84
5,Relax,21,11,89,84
5,Relax,28,70,2147483647,89
5,Relax,31,98,2147483647,63
5,Relax,36,64,100,73
5,Relax,39,80,96,62
5,Relax,39,84,2147483647,67
5,Relax,43,32,2147483647,122
5,Relax,45,43,107,104
5,Relax,58,1,121,96
5,Relax,66,45,100,76
5,Relax,80,2,86,72
5,Relax,84,1,96,70
5,Relax,94,36,69,62
5,Relax,98,33,2147483647,78
6,Relax,1,10,85,74
6,Relax,1,58,94,72
6,Relax,2,0,104,90
6,Relax,4,51,83,76
6,Relax,10,17,82,77
6,Relax,10,77,98,93
6,Relax,11,38,104,99
6,Relax,11,54,98,93
6,Relax,36,64,73,66
6,Relax,36,42,69,67
6,Relax,43,32,122,119
6,Relax,43,89,106,105
6,Relax,45,83,90,86
6,Relax,45,43,104,80
6,Relax,77,89,105,101
7,Relax,43,32,119,95
7,Relax,43,38,99,96
7,Relax,43,89,101,81
7,Relax,89,77,93,89
