Step,Action,Node,Neighbor,OldG,NewG,H,NewF,OpenSize
0,Pop,42,,,,,,0
1,Relax,42,65,2147483647,1,22,23,1
2,Relax,42,38,2147483647,17,5,22,2
3,Relax,42,70,2147483647,9,27,36,3
4,Relax,42,39,2147483647,16,4,20,4
5,Relax,42,9,2147483647,4,34,38,5
6,Relax,42,45,2147483647,14,2,16,6
7,Relax,42,14,2147483647,7,29,36,7
8,Relax,42,18,2147483647,15,25,40,8
9,Relax,42,52,2147483647,17,9,26,9
10,Relax,42,85,2147483647,3,42,45,10
11,Relax,42,54,2147483647,18,11,29,11
12,Relax,42,90,2147483647,10,47,57,12
13,Relax,42,59,2147483647,7,16,23,13
14,Relax,42,60,2147483647,14,17,31,14
15,Pop,45,,,,,,13
16,Relax,45,0,2147483647,27,43,70,14
17,Relax,45,5,2147483647,18,38,56,15
18,Relax,45,69,2147483647,31,26,57,16
19,Relax,45,46,2147483647,17,3,20,17
20,Relax,45,49,2147483647,18,6,24,18
21,Relax,45,19,2147483647,30,24,54,19
22,Relax,45,51,2147483647,23,8,31,20
23,Relax,45,84,2147483647,29,41,70,21
24,Relax,45,21,2147483647,27,22,49,22
25,Relax,45,23,2147483647,20,20,40,23
26,Relax,45,89,2147483647,23,46,69,24
27,Pop,39,,,,,,23
28,Relax,39,68,2147483647,23,25,48,24
29,Relax,39,87,2147483647,29,44,73,25
30,Relax,39,73,2147483647,24,30,54,26
31,Relax,39,61,2147483647,34,18,52,27
32,Relax,39,31,2147483647,31,12,43,28
33,Pop,46,,,,,,27
34,Relax,46,81,2147483647,30,38,68,28
35,Relax,46,4,2147483647,19,39,58,29
36,Relax,46,58,2147483647,22,15,37,30
37,Relax,46,74,2147483647,21,31,52,31
38,Relax,46,43,2147483647,32,0,32,32
39,Relax,46,44,2147483647,31,1,32,33
40,Relax,46,77,2147483647,30,34,64,34
41,Relax,46,30,2147483647,24,13,37,35
42,Pop,38,,,,,,34
43,Relax,38,48,2147483647,30,5,35,35
44,Relax,38,67,2147483647,23,24,47,36
45,Relax,38,24,2147483647,18,19,37,37
46,Relax,38,27,2147483647,32,16,48,38
47,Relax,38,15,2147483647,25,28,53,39
48,Pop,65,,,,,,38
49,Relax,65,51,23,7,8,15,39
50,Relax,65,69,31,21,26,47,40
51,Relax,65,57,2147483647,6,14,20,41
52,Relax,65,58,22,10,15,25,42
53,Relax,65,43,32,3,0,3,43
54,Relax,65,61,34,6,18,24,44
55,Pop,43,,,,,,43
56,ReachedGoal,43,,,,,,43
