Iteration,Action,U,V,OldDist,NewDist
1,Relax,409,3,2147483647,20
1,Relax,409,261,2147483647,2
1,Relax,409,262,2147483647,11
1,Relax,409,263,2147483647,6
1,Relax,409,8,2147483647,16
1,Relax,409,10,2147483647,12
1,Relax,409,11,2147483647,5
1,Relax,409,268,2147483647,13
1,Relax,409,13,2147483647,18
1,Relax,409,17,2147483647,9
1,Relax,409,274,2147483647,3
1,Relax,409,19,2147483647,12
1,Relax,409,277,2147483647,18
1,Relax,409,24,2147483647,12
1,Relax,409,280,2147483647,1
1,Relax,409,285,2147483647,18
1,Relax,409,286,2147483647,1
1,Relax,409,31,2147483647,7
1,Relax,409,288,2147483647,3
1,Relax,409,35,2147483647,15
1,Relax,409,291,2147483647,15
1,Relax,409,36,2147483647,14
1,Relax,409,37,2147483647,10
1,Relax,409,42,2147483647,7
1,Relax,409,302,2147483647,19
1,Relax,409,48,2147483647,19
1,Relax,409,54,2147483647,8
1,Relax,409,56,2147483647,6
1,Relax,409,314,2147483647,16
1,Relax,409,60,2147483647,8
1,Relax,409,61,2147483647,15
1,Relax,409,318,2147483647,6
1,Relax,409,328,2147483647,16
1,Relax,409,330,2147483647,20
1,Relax,409,75,2147483647,8
1,Relax,409,334,2147483647,8
1,Relax,409,337,2147483647,1
1,Relax,409,344,2147483647,17
1,Relax,409,91,2147483647,4
1,Relax,409,347,2147483647,2
1,Relax,409,349,2147483647,6
1,Relax,409,94,2147483647,4
1,Relax,409,359,2147483647,14
1,Relax,409,360,2147483647,10
1,Relax,409,105,2147483647,8
1,Relax,409,106,2147483647,15
1,Relax,409,363,2147483647,19
1,Relax,409,108,2147483647,13
1,Relax,409,110,2147483647,7
1,Relax,409,373,2147483647,1
1,Relax,409,377,2147483647,16
1,Relax,409,379,2147483647,16
1,Relax,409,125,2147483647,2
1,Relax,409,128,2147483647,11
1,Relax,409,129,2147483647,20
1,Relax,409,131,2147483647,2
1,Relax,409,137,2147483647,10
1,Relax,409,143,2147483647,17
1,Relax,409,400,2147483647,20
1,Relax,409,145,2147483647,11
1,Relax,409,404,2147483647,13
1,Relax,409,151,2147483647,11
1,Relax,409,155,2147483647,19
1,Relax,409,415,2147483647,1
1,Relax,409,160,2147483647,15
1,Relax,409,161,2147483647,9
1,Relax,409,419,2147483647,6
1,Relax,409,421,2147483647,1
1,Relax,409,423,2147483647,3
1,Relax,409,169,2147483647,1
1,Relax,409,425,2147483647,17
1,Relax,409,428,2147483647,7
1,Relax,409,179,2147483647,8
1,Relax,409,180,2147483647,3
1,Relax,409,182,2147483647,5
1,Relax,409,186,2147483647,15
1,Relax,409,444,2147483647,19
1,Relax,409,195,2147483647,9
1,Relax,409,196,2147483647,16
1,Relax,409,454,2147483647,9
1,Relax,409,199,2147483647,15
1,Relax,409,455,2147483647,5
1,Relax,409,463,2147483647,5
1,Relax,409,467,2147483647,1
1,Relax,409,470,2147483647,19
1,Relax,409,471,2147483647,2
1,Relax,409,219,2147483647,18
1,Relax,409,223,2147483647,20
1,Relax,409,226,2147483647,11
1,Relax,409,233,2147483647,12
1,Relax,409,490,2147483647,6
1,Relax,409,493,2147483647,19
1,Relax,409,238,2147483647,4
1,Relax,409,244,2147483647,17
1,Relax,409,245,2147483647,10
1,Relax,409,253,2147483647,18
1,Relax,409,254,2147483647,6
1,Relax,409,255,2147483647,1
1,Relax,415,256,2147483647,18
1,Relax,415,258,2147483647,9
1,Relax,415,3,20,19
1,Relax,415,7,2147483647,21
1,Relax,415,8,16,6
1,Relax,415,266,2147483647,8
1,Relax,415,275,2147483647,10
1,Relax,415,27,2147483647,20
1,Relax,415,285,18,6
1,Relax,415,30,2147483647,8
1,Relax,415,34,2147483647,10
1,Relax,415,295,2147483647,16
1,Relax,415,40,2147483647,7
1,Relax,415,299,2147483647,20
1,Relax,415,300,2147483647,10
1,Relax,415,303,2147483647,14
1,Relax,415,307,2147483647,7
1,Relax,415,51,2147483647,9
1,Relax,415,52,2147483647,3
1,Relax,415,315,2147483647,7
1,Relax,415,62,2147483647,15
1,Relax,415,324,2147483647,8
1,Relax,415,76,2147483647,5
1,Relax,415,336,2147483647,7
1,Relax,415,338,2147483647,2
1,Relax,415,341,2147483647,6
1,Relax,415,342,2147483647,4
1,Relax,415,92,2147483647,14
1,Relax,415,350,2147483647,17
1,Relax,415,95,2147483647,6
1,Relax,415,97,2147483647,9
1,Relax,415,354,2147483647,12
1,Relax,415,99,2147483647,15
1,Relax,415,357,2147483647,17
1,Relax,415,102,2147483647,16
1,Relax,415,359,14,7
1,Relax,415,108,13,8
1,Relax,415,368,2147483647,13
1,Relax,415,112,2147483647,18
1,Relax,415,115,2147483647,16
1,Relax,415,124,2147483647,10
1,Relax,415,381,2147483647,11
1,Relax,415,387,2147483647,18
1,Relax,415,388,2147483647,16
1,Relax,415,396,2147483647,6
1,Relax,415,142,2147483647,13
1,Relax,415,144,2147483647,2
1,Relax,415,401,2147483647,8
1,Relax,415,146,2147483647,17
1,Relax,415,152,2147483647,14
1,Relax,415,408,2147483647,2
1,Relax,415,154,2147483647,7
1,Relax,415,162,2147483647,7
1,Relax,415,163,2147483647,15
1,Relax,415,164,2147483647,7
1,Relax,415,166,2147483647,18
1,Relax,415,167,2147483647,19
1,Relax,415,170,2147483647,16
1,Relax,415,174,2147483647,20
1,Relax,415,177,2147483647,18
1,Relax,415,181,2147483647,3
1,Relax,415,183,2147483647,12
1,Relax,415,439,2147483647,17
1,Relax,415,184,2147483647,14
1,Relax,415,442,2147483647,14
1,Relax,415,443,2147483647,16
1,Relax,415,194,2147483647,16
1,Relax,415,450,2147483647,15
1,Relax,415,454,9,4
1,Relax,415,201,2147483647,19
1,Relax,415,202,2147483647,14
1,Relax,415,462,2147483647,13
1,Relax,415,464,2147483647,13
1,Relax,415,468,2147483647,8
1,Relax,415,213,2147483647,15
1,Relax,415,472,2147483647,4
1,Relax,415,474,2147483647,9
1,Relax,415,475,2147483647,11
1,Relax,415,223,20,4
1,Relax,415,225,2147483647,11
1,Relax,415,481,2147483647,2
1,Relax,415,227,2147483647,10
1,Relax,415,483,2147483647,8
1,Relax,415,231,2147483647,3
1,Relax,415,234,2147483647,5
1,Relax,415,492,2147483647,13
1,Relax,415,245,10,8
1,Relax,419,386,2147483647,8
1,Relax,419,389,2147483647,7
1,Relax,419,265,2147483647,17
1,Relax,419,137,10,9
1,Relax,419,269,2147483647,19
1,Relax,419,142,13,7
1,Relax,419,271,2147483647,12
1,Relax,419,272,2147483647,17
1,Relax,419,145,11,9
1,Relax,419,273,2147483647,12
1,Relax,419,403,2147483647,16
1,Relax,419,148,2147483647,14
1,Relax,419,407,2147483647,10
1,Relax,419,281,2147483647,8
1,Relax,419,28,2147483647,10
1,Relax,419,32,2147483647,13
1,Relax,419,416,2147483647,22
1,Relax,419,33,2147483647,11
1,Relax,419,290,2147483647,9
1,Relax,419,165,2147483647,7
1,Relax,419,39,2147483647,25
1,Relax,419,424,2147483647,9
1,Relax,419,170,16,12
1,Relax,419,299,20,13
1,Relax,419,172,2147483647,11
1,Relax,419,300,10,7
1,Relax,419,173,2147483647,15
1,Relax,419,430,2147483647,10
1,Relax,419,177,18,15
1,Relax,419,308,2147483647,24
1,Relax,419,439,17,9
1,Relax,419,312,2147483647,25
1,Relax,419,57,2147483647,13
1,Relax,419,313,2147483647,17
1,Relax,419,59,2147483647,20
1,Relax,419,191,2147483647,8
1,Relax,419,319,2147483647,14
1,Relax,419,322,2147483647,14
1,Relax,419,67,2147483647,23
1,Relax,419,451,2147483647,23
1,Relax,419,68,2147483647,17
1,Relax,419,198,2147483647,12
1,Relax,419,72,2147483647,22
1,Relax,419,200,2147483647,13
1,Relax,419,330,20,16
1,Relax,419,458,2147483647,11
1,Relax,419,459,2147483647,26
1,Relax,419,209,2147483647,21
1,Relax,419,84,2147483647,14
1,Relax,419,213,15,13
1,Relax,419,85,2147483647,23
1,Relax,419,218,2147483647,11
1,Relax,419,475,11,8
1,Relax,419,220,2147483647,26
1,Relax,419,478,2147483647,14
1,Relax,419,96,2147483647,10
1,Relax,419,484,2147483647,18
1,Relax,419,486,2147483647,13
1,Relax,419,104,2147483647,18
1,Relax,419,109,2147483647,13
1,Relax,419,494,2147483647,12
1,Relax,419,367,2147483647,8
1,Relax,419,370,2147483647,11
1,Relax,419,244,17,10
1,Relax,419,127,2147483647,26
1,Relax,421,1,2147483647,4
1,Relax,421,8,6,2
1,Relax,421,267,2147483647,12
1,Relax,421,269,19,5
1,Relax,421,14,2147483647,9
1,Relax,421,271,12,8
1,Relax,421,16,2147483647,19
1,Relax,421,18,2147483647,4
1,Relax,421,276,2147483647,15
1,Relax,421,35,15,4
1,Relax,421,36,14,6
1,Relax,421,297,2147483647,12
1,Relax,421,298,2147483647,5
1,Relax,421,44,2147483647,3
1,Relax,421,47,2147483647,2
1,Relax,421,308,24,21
1,Relax,421,53,2147483647,17
1,Relax,421,312,25,18
1,Relax,421,314,16,8
1,Relax,421,62,15,3
1,Relax,421,319,14,9
1,Relax,421,322,14,5
1,Relax,421,323,2147483647,16
1,Relax,421,68,17,11
1,Relax,421,73,2147483647,6
