Iteration,Action,U,V,OldDist,NewDist
1,Relax,21,11,2147483647,13
1,Relax,21,27,2147483647,14
1,Relax,21,59,2147483647,15
1,Relax,27,56,2147483647,17
1,Relax,27,95,2147483647,23
1,Relax,56,64,2147483647,37
1,Relax,59,91,2147483647,26
1,Relax,64,36,2147483647,41
1,Relax,91,52,2147483647,43
1,Relax,91,73,2147483647,40
1,Relax,91,61,2147483647,42
1,Relax,91,78,2147483647,38
1,Relax,91,63,2147483647,38
1,Relax,95,82,2147483647,39
1,Relax,95,23,2147483647,25
1,Relax,95,75,2147483647,34
2,Relax,11,38,2147483647,28
2,Relax,11,54,2147483647,22
2,Relax,11,30,2147483647,21
2,Relax,23,3,2147483647,39
2,Relax,23,83,2147483647,45
2,Relax,23,6,2147483647,27
2,Relax,23,44,2147483647,40
2,Relax,30,81,2147483647,25
2,Relax,30,68,2147483647,35
2,Relax,30,77,2147483647,38
2,Relax,36,42,2147483647,46
2,Relax,36,94,2147483647,52
2,Relax,38,43,2147483647,44
2,Relax,43,32,2147483647,59
2,Relax,43,89,2147483647,45
2,Relax,43,45,2147483647,48
2,Relax,43,79,2147483647,62
2,Relax,44,74,2147483647,44
2,Relax,44,76,2147483647,45
2,Relax,45,66,2147483647,60
2,Relax,52,28,2147483647,55
2,Relax,61,53,2147483647,54
2,Relax,61,22,2147483647,47
2,Relax,61,72,2147483647,51
2,Relax,61,88,2147483647,60
2,Relax,61,92,2147483647,43
2,Relax,61,47,2147483647,52
2,Relax,63,20,2147483647,49
2,Relax,63,86,2147483647,48
2,Relax,68,62,2147483647,53
2,Relax,72,19,2147483647,69
2,Relax,73,55,2147483647,48
2,Relax,73,25,2147483647,48
2,Relax,73,41,2147483647,43
2,Relax,76,79,62,52
2,Relax,77,10,2147483647,57
2,Relax,82,26,2147483647,57
2,Relax,82,46,2147483647,47
2,Relax,86,15,2147483647,59
2,Relax,89,0,2147483647,60
2,Relax,92,5,2147483647,59
2,Relax,92,13,2147483647,57
2,Relax,94,19,69,54
3,Relax,0,2,2147483647,78
3,Relax,2,80,2147483647,88
3,Relax,3,50,2147483647,46
3,Relax,3,66,60,42
3,Relax,5,65,2147483647,62
3,Relax,6,17,2147483647,37
3,Relax,6,51,2147483647,39
3,Relax,6,62,53,40
3,Relax,10,1,2147483647,61
3,Relax,17,10,57,40
3,Relax,19,4,2147483647,62
3,Relax,20,29,2147483647,65
3,Relax,20,31,2147483647,61
3,Relax,22,35,2147483647,63
3,Relax,25,14,2147483647,64
3,Relax,28,70,2147483647,70
3,Relax,31,98,2147483647,63
3,Relax,35,69,2147483647,72
3,Relax,46,2,78,54
3,Relax,51,4,62,58
3,Relax,53,12,2147483647,58
3,Relax,65,39,2147483647,68
3,Relax,69,96,2147483647,73
3,Relax,69,87,2147483647,92
3,Relax,87,37,2147483647,101
3,Relax,87,58,2147483647,107
3,Relax,98,33,2147483647,78
4,Relax,1,84,2147483647,64
4,Relax,1,58,107,63
4,Relax,2,80,88,64
4,Relax,10,1,61,44
4,Relax,12,67,2147483647,62
4,Relax,58,87,92,78
4,Relax,67,97,2147483647,68
4,Relax,87,37,101,87
4,Relax,97,34,2147483647,71
5,Relax,1,84,64,47
5,Relax,1,58,63,46
5,Relax,58,87,78,61
5,Relax,84,39,68,59
5,Relax,87,37,87,70
