Step,Action,Node,Neighbor,OldG,NewG,H,NewF,OpenSize
0,Pop,152,,,,,,0
1,Relax,152,228,2147483647,19,75,94,1
2,Relax,152,103,2147483647,15,50,65,2
3,Relax,152,40,2147483647,11,113,124,3
4,Relax,152,281,2147483647,2,128,130,4
5,Pop,103,,,,,,3
6,Relax,103,464,2147483647,18,311,329,4
7,Relax,103,178,2147483647,21,25,46,5
8,Relax,103,293,2147483647,32,140,172,6
9,Relax,103,13,2147483647,19,140,159,7
10,Relax,103,446,2147483647,30,293,323,8
11,Relax,103,255,2147483647,33,102,135,9
12,Pop,178,,,,,,8
13,Relax,178,96,2147483647,24,57,81,9
14,Relax,178,97,2147483647,29,56,85,10
15,Relax,178,259,2147483647,39,106,145,11
16,Relax,178,358,2147483647,28,205,233,12
17,Relax,178,199,2147483647,24,46,70,13
18,Relax,178,359,2147483647,41,206,247,14
19,Relax,178,489,2147483647,30,336,366,15
20,Relax,178,314,2147483647,38,161,199,16
21,Relax,178,155,2147483647,41,2,43,17
22,Pop,155,,,,,,16
23,Relax,155,258,2147483647,47,105,152,17
24,Relax,155,482,2147483647,44,329,373,18
25,Relax,155,247,2147483647,59,94,153,19
26,Relax,155,120,2147483647,60,33,93,20
27,Relax,155,426,2147483647,49,273,322,21
28,Relax,155,474,2147483647,50,321,371,22
29,Relax,155,394,2147483647,49,241,290,23
30,Relax,155,236,2147483647,54,83,137,24
31,Relax,155,221,2147483647,43,68,111,25
32,Relax,155,110,2147483647,48,43,91,26
33,Pop,199,,,,,,25
34,Relax,199,0,2147483647,42,153,195,26
35,Relax,199,385,2147483647,32,232,264,27
36,Relax,199,230,2147483647,25,77,102,28
37,Relax,199,342,2147483647,44,189,233,29
38,Relax,199,472,2147483647,40,319,359,30
39,Relax,199,409,2147483647,27,256,283,31
40,Relax,199,63,2147483647,44,90,134,32
41,Relax,199,223,2147483647,38,70,108,33
42,Pop,96,,,,,,32
43,Relax,96,194,2147483647,42,41,83,33
44,Relax,96,258,47,36,105,141,34
45,Relax,96,278,2147483647,33,125,158,35
46,Relax,96,427,2147483647,41,274,315,36
47,Pop,194,,,,,,35
48,Relax,194,145,2147483647,53,8,61,36
49,Relax,194,372,2147483647,60,219,279,37
50,Relax,194,373,2147483647,45,220,265,38
51,Relax,194,182,2147483647,51,29,80,39
52,Relax,194,170,2147483647,61,17,78,40
53,Relax,194,78,2147483647,56,75,131,41
54,Relax,194,479,2147483647,50,326,376,42
55,Pop,145,,,,,,41
56,Relax,145,32,2147483647,70,121,191,42
57,Relax,145,288,2147483647,66,135,201,43
58,Relax,145,82,2147483647,57,71,128,44
59,Relax,145,179,2147483647,59,26,85,45
60,Relax,145,147,2147483647,72,6,78,46
61,Relax,145,9,2147483647,61,144,205,47
62,Relax,145,361,2147483647,56,208,264,48
63,Relax,145,220,2147483647,65,67,132,49
64,Relax,145,141,2147483647,67,12,79,50
65,Pop,170,,,,,,49
66,Relax,170,64,2147483647,74,89,163,50
67,Relax,170,49,2147483647,81,104,185,51
68,Relax,170,243,2147483647,63,90,153,52
69,Relax,170,165,2147483647,80,12,92,53
70,Relax,170,470,2147483647,71,317,388,54
71,Relax,170,347,2147483647,81,194,275,55
72,Relax,170,77,2147483647,71,76,147,56
73,Relax,170,109,2147483647,62,44,106,57
74,Pop,147,,,,,,56
75,Relax,147,34,2147483647,82,119,201,57
76,Relax,147,355,2147483647,85,202,287,58
77,Relax,147,263,2147483647,92,110,202,59
78,Relax,147,457,2147483647,79,304,383,60
79,Relax,147,362,2147483647,89,209,298,61
80,Relax,147,396,2147483647,79,243,322,62
81,Relax,147,204,2147483647,78,51,129,63
82,Relax,147,239,2147483647,74,86,160,64
83,Relax,147,467,2147483647,87,314,401,65
84,Relax,147,308,2147483647,85,155,240,66
85,Relax,147,185,2147483647,76,32,108,67
86,Relax,147,473,2147483647,92,320,412,68
87,Pop,141,,,,,,67
88,Relax,141,481,2147483647,85,328,413,68
89,Relax,141,290,2147483647,75,137,212,69
90,Relax,141,386,2147483647,68,233,301,70
91,Relax,141,131,2147483647,70,22,92,71
92,Relax,141,467,87,72,314,386,72
93,Relax,141,37,2147483647,81,116,197,73
94,Relax,141,213,2147483647,81,60,141,74
95,Relax,141,266,2147483647,85,113,198,75
96,Relax,141,300,2147483647,74,147,221,76
97,Pop,182,,,,,,75
98,Relax,182,481,85,65,328,393,76
99,Relax,182,257,2147483647,59,104,163,77
100,Relax,182,130,2147483647,53,23,76,78
101,Relax,182,362,89,61,209,270,79
102,Relax,182,332,2147483647,52,179,231,80
103,Relax,182,77,71,59,76,135,81
104,Relax,182,118,2147483647,53,35,88,82
105,Relax,182,25,2147483647,52,128,180,83
106,Relax,182,27,2147483647,56,126,182,84
107,Relax,182,124,2147483647,62,29,91,85
108,Relax,182,317,2147483647,52,164,216,86
109,Pop,130,,,,,,85
110,Relax,130,418,2147483647,59,265,324,86
111,Relax,130,262,2147483647,69,109,178,87
112,Relax,130,266,85,65,113,178,88
113,Relax,130,298,2147483647,54,145,199,89
114,Relax,130,79,2147483647,71,74,145,90
115,Relax,130,336,2147483647,72,183,255,91
116,Relax,130,146,2147483647,59,7,66,92
117,Relax,130,211,2147483647,73,58,131,93
118,Relax,130,156,2147483647,57,3,60,94
119,Relax,130,285,2147483647,61,132,193,95
120,Relax,130,30,2147483647,62,123,185,96
121,Relax,130,94,2147483647,67,59,126,97
122,Relax,130,414,2147483647,69,261,330,98
123,Relax,130,127,2147483647,67,26,93,99
124,Pop,156,,,,,,98
125,Relax,156,98,2147483647,72,55,127,99
126,Relax,156,274,2147483647,73,121,194,100
127,Relax,156,403,2147483647,66,250,316,101
128,Relax,156,245,2147483647,71,92,163,102
129,Relax,156,234,2147483647,70,81,151,103
130,Relax,156,140,2147483647,71,13,84,104
131,Relax,156,204,78,73,51,124,105
132,Relax,156,173,2147483647,60,20,80,106
133,Relax,156,334,2147483647,59,181,240,107
134,Pop,146,,,,,,106
135,Relax,146,273,2147483647,68,120,188,107
136,Relax,146,162,2147483647,71,9,80,108
137,Relax,146,454,2147483647,66,301,367,109
138,Relax,146,217,2147483647,79,64,143,110
139,Relax,146,92,2147483647,66,61,127,111
140,Relax,146,220,65,64,67,131,112
141,Relax,146,350,2147483647,79,197,276,113
142,Pop,173,,,,,,112
143,Relax,173,64,74,61,89,150,113
144,Relax,173,304,2147483647,65,151,216,114
145,Relax,173,132,2147483647,80,21,101,115
146,Relax,173,356,2147483647,74,203,277,116
147,Relax,173,167,2147483647,68,14,82,117
148,Relax,173,487,2147483647,76,334,410,118
149,Relax,173,475,2147483647,73,322,395,119
150,Relax,173,93,2147483647,67,60,127,120
151,Pop,162,,,,,,119
152,Relax,162,384,2147483647,85,231,316,120
153,Relax,162,337,2147483647,89,184,273,121
154,Relax,162,498,2147483647,89,345,434,122
155,Relax,162,435,2147483647,73,282,355,123
156,Relax,162,421,2147483647,91,268,359,124
157,Relax,162,44,2147483647,90,109,199,125
158,Relax,162,45,2147483647,85,108,193,126
159,Relax,162,14,2147483647,89,139,228,127
160,Pop,167,,,,,,126
161,Relax,167,106,2147483647,88,47,135,127
162,Relax,167,395,2147483647,72,242,314,128
163,Relax,167,333,2147483647,71,180,251,129
164,Relax,167,238,2147483647,70,85,155,130
165,Relax,167,21,2147483647,79,132,211,131
166,Relax,167,53,2147483647,70,100,170,132
167,Relax,167,150,2147483647,76,3,79,133
168,Relax,167,188,2147483647,78,35,113,134
169,Relax,167,61,2147483647,69,92,161,135
170,Pop,150,,,,,,134
171,Relax,150,498,89,86,345,431,135
172,Relax,150,420,2147483647,83,267,350,136
173,Relax,150,471,2147483647,88,318,406,137
174,Relax,150,280,2147483647,81,127,208,138
175,Relax,150,424,2147483647,94,271,365,139
176,Relax,150,363,2147483647,94,210,304,140
177,Relax,150,460,2147483647,77,307,384,141
178,Relax,150,476,2147483647,77,323,400,142
179,Pop,140,,,,,,141
180,Relax,140,416,2147483647,74,263,337,142
181,Relax,140,18,2147483647,85,135,220,143
182,Relax,140,201,2147483647,73,48,121,144
183,Relax,140,378,2147483647,83,225,308,145
184,Relax,140,315,2147483647,89,162,251,146
185,Relax,140,316,2147483647,74,163,237,147
186,Pop,97,,,,,,146
187,Relax,97,368,2147483647,35,215,250,147
188,Relax,97,146,59,36,7,43,148
189,Relax,97,115,2147483647,44,38,82,149
190,Relax,97,356,74,38,203,241,150
