Step,Action,Node,StackState,VisitedSet
261,Push,48,"[48, 55, 74, 93, 32, 35, 55, 71, 64, 73, 79, 86, 44, 49, 64, 82, 87, 91, 93, 81, 92, 24, 25, 65, 73, 89, 90, 92, 32, 66, 25, 37, 61, 63, 89, 98, 54, 66, 73, 94, 42, 51, 66, 35, 83, 35, 46, 94, 20, 30, 85, 91, 25, 48, 50, 78, 93, 95, 46, 49, 32, 66, 75, 79, 88, 89, 45, 46, 69, 90, 40, 95, 20, 72, 75, 94, 24, 19, 67, 69, 73, 30, 40, 80, 99, 33, 44, 74, 79, 80, 72, 61, 77, 94, 97, 98, 19, 74, 83, 27, 47, 24, 46, 63, 74, 24, 37, 55, 71, 18, 35, 79, 90, 18, 15, 56, 57, 87, 91, 89, 97, 65, 86, 96, 98, 36, 94, 55, 62, 71, 83, 83, 95, 12, 51, 87, 43, 72, 99, 49, 85, 12, 16, 25, 0, 37, 72, 42, 46, 85, 86, 90, 48, 55, 56, 22, 50, 57, 73, 86, 97, 80, 86, 95, 53, 56, 68, 80, 47, 50, 19, 47, 57, 79, 91, 10, 20, 31, 70, 85, 14, 26, 34, 45, 46, 63, 8, 3, 15, 42, 68, 77, 43, 38, 84, 96, 23, 60]","[0, 1, 2, 3, 68, 4, 5, 6, 7, 8, 9, 10, 14, 16, 17, 18, 20, 21, 22, 23, 25, 27, 28, 29, 31, 34, 38, 43, 52, 53, 59, 62]"
262,Visit,48,"[55, 74, 93, 32, 35, 55, 71, 64, 73, 79, 86, 44, 49, 64, 82, 87, 91, 93, 81, 92, 24, 25, 65, 73, 89, 90, 92, 32, 66, 25, 37, 61, 63, 89, 98, 54, 66, 73, 94, 42, 51, 66, 35, 83, 35, 46, 94, 20, 30, 85, 91, 25, 48, 50, 78, 93, 95, 46, 49, 32, 66, 75, 79, 88, 89, 45, 46, 69, 90, 40, 95, 20, 72, 75, 94, 24, 19, 67, 69, 73, 30, 40, 80, 99, 33, 44, 74, 79, 80, 72, 61, 77, 94, 97, 98, 19, 74, 83, 27, 47, 24, 46, 63, 74, 24, 37, 55, 71, 18, 35, 79, 90, 18, 15, 56, 57, 87, 91, 89, 97, 65, 86, 96, 98, 36, 94, 55, 62, 71, 83, 83, 95, 12, 51, 87, 43, 72, 99, 49, 85, 12, 16, 25, 0, 37, 72, 42, 46, 85, 86, 90, 48, 55, 56, 22, 50, 57, 73, 86, 97, 80, 86, 95, 53, 56, 68, 80, 47, 50, 19, 47, 57, 79, 91, 10, 20, 31, 70, 85, 14, 26, 34, 45, 46, 63, 8, 3, 15, 42, 68, 77, 43, 38, 84, 96, 23, 60]","[0, 1, 2, 3, 68, 4, 5, 6, 7, 8, 9, 10, 14, 16, 17, 18, 20, 21, 22, 23, 25, 27, 28, 29, 31, 34, 38, 43, 48, 52, 53, 59, 62]"
263,Push,85,"[85, 55, 74, 93, 32, 35, 55, 71, 64, 73, 79, 86, 44, 49, 64, 82, 87, 91, 93, 81, 92, 24, 25, 65, 73, 89, 90, 92, 32, 66, 25, 37, 61, 63, 89, 98, 54, 66, 73, 94, 42, 51, 66, 35, 83, 35, 46, 94, 20, 30, 85, 91, 25, 48, 50, 78, 93, 95, 46, 49, 32, 66, 75, 79, 88, 89, 45, 46, 69, 90, 40, 95, 20, 72, 75, 94, 24, 19, 67, 69, 73, 30, 40, 80, 99, 33, 44, 74, 79, 80, 72, 61, 77, 94, 97, 98, 19, 74, 83, 27, 47, 24, 46, 63, 74, 24, 37, 55, 71, 18, 35, 79, 90, 18, 15, 56, 57, 87, 91, 89, 97, 65, 86, 96, 98, 36, 94, 55, 62, 71, 83, 83, 95, 12, 51, 87, 43, 72, 99, 49, 85, 12, 16, 25, 0, 37, 72, 42, 46, 85, 86, 90, 48, 55, 56, 22, 50, 57, 73, 86, 97, 80, 86, 95, 53, 56, 68, 80, 47, 50, 19, 47, 57, 79, 91, 10, 20, 31, 70, 85, 14, 26, 34, 45, 46, 63, 8, 3, 15, 42, 68, 77, 43, 38, 84, 96, 23, 60]","[0, 1, 2, 3, 68, 4, 5, 6, 7, 8, 9, 10, 14, 16, 17, 18, 20, 21, 22, 23, 25, 27, 28, 29, 31, 34, 38, 43, 48, 52, 53, 59, 62]"
264,Push,66,"[66, 85, 55, 74, 93, 32, 35, 55, 71, 64, 73, 79, 86, 44, 49, 64, 82, 87, 91, 93, 81, 92, 24, 25, 65, 73, 89, 90, 92, 32, 66, 25, 37, 61, 63, 89, 98, 54, 66, 73, 94, 42, 51, 66, 35, 83, 35, 46, 94, 20, 30, 85, 91, 25, 48, 50, 78, 93, 95, 46, 49, 32, 66, 75, 79, 88, 89, 45, 46, 69, 90, 40, 95, 20, 72, 75, 94, 24, 19, 67, 69, 73, 30, 40, 80, 99, 33, 44, 74, 79, 80, 72, 61, 77, 94, 97, 98, 19, 74, 83, 27, 47, 24, 46, 63, 74, 24, 37, 55, 71, 18, 35, 79, 90, 18, 15, 56, 57, 87, 91, 89, 97, 65, 86, 96, 98, 36, 94, 55, 62, 71, 83, 83, 95, 12, 51, 87, 43, 72, 99, 49, 85, 12, 16, 25, 0, 37, 72, 42, 46, 85, 86, 90, 48, 55, 56, 22, 50, 57, 73, 86, 97, 80, 86, 95, 53, 56, 68, 80, 47, 50, 19, 47, 57, 79, 91, 10, 20, 31, 70, 85, 14, 26, 34, 45, 46, 63, 8, 3, 15, 42, 68, 77, 43, 38, 84, 96, 23, 60]","[0, 1, 2, 3, 68, 4, 5, 6, 7, 8, 9, 10, 14, 16, 17, 18, 20, 21, 22, 23, 25, 27, 28, 29, 31, 34, 38, 43, 48, 52, 53, 59, 62]"
265,Push,44,"[44, 66, 85, 55, 74, 93, 32, 35, 55, 71, 64, 73, 79, 86, 44, 49, 64, 82, 87, 91, 93, 81, 92, 24, 25, 65, 73, 89, 90, 92, 32, 66, 25, 37, 61, 63, 89, 98, 54, 66, 73, 94, 42, 51, 66, 35, 83, 35, 46, 94, 20, 30, 85, 91, 25, 48, 50, 78, 93, 95, 46, 49, 32, 66, 75, 79, 88, 89, 45, 46, 69, 90, 40, 95, 20, 72, 75, 94, 24, 19, 67, 69, 73, 30, 40, 80, 99, 33, 44, 74, 79, 80, 72, 61, 77, 94, 97, 98, 19, 74, 83, 27, 47, 24, 46, 63, 74, 24, 37, 55, 71, 18, 35, 79, 90, 18, 15, 56, 57, 87, 91, 89, 97, 65, 86, 96, 98, 36, 94, 55, 62, 71, 83, 83, 95, 12, 51, 87, 43, 72, 99, 49, 85, 12, 16, 25, 0, 37, 72, 42, 46, 85, 86, 90, 48, 55, 56, 22, 50, 57, 73, 86, 97, 80, 86, 95, 53, 56, 68, 80, 47, 50, 19, 47, 57, 79, 91, 10, 20, 31, 70, 85, 14, 26, 34, 45, 46, 63, 8, 3, 15, 42, 68, 77, 43, 38, 84, 96, 23, 60]","[0, 1, 2, 3, 68, 4, 5, 6, 7, 8, 9, 10, 14, 16, 17, 18, 20, 21, 22, 23, 25, 27, 28, 29, 31, 34, 38, 43, 48, 52, 53, 59, 62]"
266,Push,30,"[30, 44, 66, 85, 55, 74, 93, 32, 35, 55, 71, 64, 73, 79, 86, 44, 49, 64, 82, 87, 91, 93, 81, 92, 24, 25, 65, 73, 89, 90, 92, 32, 66, 25, 37, 61, 63, 89, 98, 54, 66, 73, 94, 42, 51, 66, 35, 83, 35, 46, 94, 20, 30, 85, 91, 25, 48, 50, 78, 93, 95, 46, 49, 32, 66, 75, 79, 88, 89, 45, 46, 69, 90, 40, 95, 20, 72, 75, 94, 24, 19, 67, 69, 73, 30, 40, 80, 99, 33, 44, 74, 79, 80, 72, 61, 77, 94, 97, 98, 19, 74, 83, 27, 47, 24, 46, 63, 74, 24, 37, 55, 71, 18, 35, 79, 90, 18, 15, 56, 57, 87, 91, 89, 97, 65, 86, 96, 98, 36, 94, 55, 62, 71, 83, 83, 95, 12, 51, 87, 43, 72, 99, 49, 85, 12, 16, 25, 0, 37, 72, 42, 46, 85, 86, 90, 48, 55, 56, 22, 50, 57, 73, 86, 97, 80, 86, 95, 53, 56, 68, 80, 47, 50, 19, 47, 57, 79, 91, 10, 20, 31, 70, 85, 14, 26, 34, 45, 46, 63, 8, 3, 15, 42, 68, 77, 43, 38, 84, 96, 23, 60]","[0, 1, 2, 3, 68, 4, 5, 6, 7, 8, 9, 10, 14, 16, 17, 18, 20, 21, 22, 23, 25, 27, 28, 29, 31, 34, 38, 43, 48, 52, 53, 59, 62]"
267,Visit,30,"[44, 66, 85, 55, 74, 93, 32, 35, 55, 71, 64, 73, 79, 86, 44, 49, 64, 82, 87, 91, 93, 81, 92, 24, 25, 65, 73, 89, 90, 92, 32, 66, 25, 37, 61, 63, 89, 98, 54, 66, 73, 94, 42, 51, 66, 35, 83, 35, 46, 94, 20, 30, 85, 91, 25, 48, 50, 78, 93, 95, 46, 49, 32, 66, 75, 79, 88, 89, 45, 46, 69, 90, 40, 95, 20, 72, 75, 94, 24, 19, 67, 69, 73, 30, 40, 80, 99, 33, 44, 74, 79, 80, 72, 61, 77, 94, 97, 98, 19, 74, 83, 27, 47, 24, 46, 63, 74, 24, 37, 55, 71, 18, 35, 79, 90, 18, 15, 56, 57, 87, 91, 89, 97, 65, 86, 96, 98, 36, 94, 55, 62, 71, 83, 83, 95, 12, 51, 87, 43, 72, 99, 49, 85, 12, 16, 25, 0, 37, 72, 42, 46, 85, 86, 90, 48, 55, 56, 22, 50, 57, 73, 86, 97, 80, 86, 95, 53, 56, 68, 80, 47, 50, 19, 47, 57, 79, 91, 10, 20, 31, 70, 85, 14, 26, 34, 45, 46, 63, 8, 3, 15, 42, 68, 77, 43, 38, 84, 96, 23, 60]","[0, 1, 2, 3, 68, 4, 5, 6, 7, 8, 9, 10, 14, 16, 17, 18, 20, 21, 22, 23, 25, 27, 28, 29, 30, 31, 34, 38, 43, 48, 52, 53, 59, 62]"
268,Push,87,"[87, 44, 66, 85, 55, 74, 93, 32, 35, 55, 71, 64, 73, 79, 86, 44, 49, 64, 82, 87, 91, 93, 81, 92, 24, 25, 65, 73, 89, 90, 92, 32, 66, 25, 37, 61, 63, 89, 98, 54, 66, 73, 94, 42, 51, 66, 35, 83, 35, 46, 94, 20, 30, 85, 91, 25, 48, 50, 78, 93, 95, 46, 49, 32, 66, 75, 79, 88, 89, 45, 46, 69, 90, 40, 95, 20, 72, 75, 94, 24, 19, 67, 69, 73, 30, 40, 80, 99, 33, 44, 74, 79, 80, 72, 61, 77, 94, 97, 98, 19, 74, 83, 27, 47, 24, 46, 63, 74, 24, 37, 55, 71, 18, 35, 79, 90, 18, 15, 56, 57, 87, 91, 89, 97, 65, 86, 96, 98, 36, 94, 55, 62, 71, 83, 83, 95, 12, 51, 87, 43, 72, 99, 49, 85, 12, 16, 25, 0, 37, 72, 42, 46, 85, 86, 90, 48, 55, 56, 22, 50, 57, 73, 86, 97, 80, 86, 95, 53, 56, 68, 80, 47, 50, 19, 47, 57, 79, 91, 10, 20, 31, 70, 85, 14, 26, 34, 45, 46, 63, 8, 3, 15, 42, 68, 77, 43, 38, 84, 96, 23, 60]","[0, 1, 2, 3, 68, 4, 5, 6, 7, 8, 9, 10, 14, 16, 17, 18, 20, 21, 22, 23, 25, 27, 28, 29, 30, 31, 34, 38, 43, 48, 52, 53, 59, 62]"
269,Push,86,"[86, 87, 44, 66, 85, 55, 74, 93, 32, 35, 55, 71, 64, 73, 79, 86, 44, 49, 64, 82, 87, 91, 93, 81, 92, 24, 25, 65, 73, 89, 90, 92, 32, 66, 25, 37, 61, 63, 89, 98, 54, 66, 73, 94, 42, 51, 66, 35, 83, 35, 46, 94, 20, 30, 85, 91, 25, 48, 50, 78, 93, 95, 46, 49, 32, 66, 75, 79, 88, 89, 45, 46, 69, 90, 40, 95, 20, 72, 75, 94, 24, 19, 67, 69, 73, 30, 40, 80, 99, 33, 44, 74, 79, 80, 72, 61, 77, 94, 97, 98, 19, 74, 83, 27, 47, 24, 46, 63, 74, 24, 37, 55, 71, 18, 35, 79, 90, 18, 15, 56, 57, 87, 91, 89, 97, 65, 86, 96, 98, 36, 94, 55, 62, 71, 83, 83, 95, 12, 51, 87, 43, 72, 99, 49, 85, 12, 16, 25, 0, 37, 72, 42, 46, 85, 86, 90, 48, 55, 56, 22, 50, 57, 73, 86, 97, 80, 86, 95, 53, 56, 68, 80, 47, 50, 19, 47, 57, 79, 91, 10, 20, 31, 70, 85, 14, 26, 34, 45, 46, 63, 8, 3, 15, 42, 68, 77, 43, 38, 84, 96, 23, 60]","[0, 1, 2, 3, 68, 4, 5, 6, 7, 8, 9, 10, 14, 16, 17, 18, 20, 21, 22, 23, 25, 27, 28, 29, 30, 31, 34, 38, 43, 48, 52, 53, 59, 62]"
270,Push,84,"[84, 86, 87, 44, 66, 85, 55, 74, 93, 32, 35, 55, 71, 64, 73, 79, 86, 44, 49, 64, 82, 87, 91, 93, 81, 92, 24, 25, 65, 73, 89, 90, 92, 32, 66, 25, 37, 61, 63, 89, 98, 54, 66, 73, 94, 42, 51, 66, 35, 83, 35, 46, 94, 20, 30, 85, 91, 25, 48, 50, 78, 93, 95, 46, 49, 32, 66, 75, 79, 88, 89, 45, 46, 69, 90, 40, 95, 20, 72, 75, 94, 24, 19, 67, 69, 73, 30, 40, 80, 99, 33, 44, 74, 79, 80, 72, 61, 77, 94, 97, 98, 19, 74, 83, 27, 47, 24, 46, 63, 74, 24, 37, 55, 71, 18, 35, 79, 90, 18, 15, 56, 57, 87, 91, 89, 97, 65, 86, 96, 98, 36, 94, 55, 62, 71, 83, 83, 95, 12, 51, 87, 43, 72, 99, 49, 85, 12, 16, 25, 0, 37, 72, 42, 46, 85, 86, 90, 48, 55, 56, 22, 50, 57, 73, 86, 97, 80, 86, 95, 53, 56, 68, 80, 47, 50, 19, 47, 57, 79, 91, 10, 20, 31, 70, 85, 14, 26, 34, 45, 46, 63, 8, 3, 15, 42, 68, 77, 43, 38, 84, 96, 23, 60]","[0, 1, 2, 3, 68, 4, 5, 6, 7, 8, 9, 10, 14, 16, 17, 18, 20, 21, 22, 23, 25, 27, 28, 29, 30, 31, 34, 38, 43, 48, 52, 53, 59, 62]"
271,Push,82,"[82, 84, 86, 87, 44, 66, 85, 55, 74, 93, 32, 35, 55, 71, 64, 73, 79, 86, 44, 49, 64, 82, 87, 91, 93, 81, 92, 24, 25, 65, 73, 89, 90, 92, 32, 66, 25, 37, 61, 63, 89, 98, 54, 66, 73, 94, 42, 51, 66, 35, 83, 35, 46, 94, 20, 30, 85, 91, 25, 48, 50, 78, 93, 95, 46, 49, 32, 66, 75, 79, 88, 89, 45, 46, 69, 90, 40, 95, 20, 72, 75, 94, 24, 19, 67, 69, 73, 30, 40, 80, 99, 33, 44, 74, 79, 80, 72, 61, 77, 94, 97, 98, 19, 74, 83, 27, 47, 24, 46, 63, 74, 24, 37, 55, 71, 18, 35, 79, 90, 18, 15, 56, 57, 87, 91, 89, 97, 65, 86, 96, 98, 36, 94, 55, 62, 71, 83, 83, 95, 12, 51, 87, 43, 72, 99, 49, 85, 12, 16, 25, 0, 37, 72, 42, 46, 85, 86, 90, 48, 55, 56, 22, 50, 57, 73, 86, 97, 80, 86, 95, 53, 56, 68, 80, 47, 50, 19, 47, 57, 79, 91, 10, 20, 31, 70, 85, 14, 26, 34, 45, 46, 63, 8, 3, 15, 42, 68, 77, 43, 38, 84, 96, 23, 60]","[0, 1, 2, 3, 68, 4, 5, 6, 7, 8, 9, 10, 14, 16, 17, 18, 20, 21, 22, 23, 25, 27, 28, 29, 30, 31, 34, 38, 43, 48, 52, 53, 59, 62]"
272,Push,44,"[44, 82, 84, 86, 87, 44, 66, 85, 55, 74, 93, 32, 35, 55, 71, 64, 73, 79, 86, 44, 49, 64, 82, 87, 91, 93, 81, 92, 24, 25, 65, 73, 89, 90, 92, 32, 66, 25, 37, 61, 63, 89, 98, 54, 66, 73, 94, 42, 51, 66, 35, 83, 35, 46, 94, 20, 30, 85, 91, 25, 48, 50, 78, 93, 95, 46, 49, 32, 66, 75, 79, 88, 89, 45, 46, 69, 90, 40, 95, 20, 72, 75, 94, 24, 19, 67, 69, 73, 30, 40, 80, 99, 33, 44, 74, 79, 80, 72, 61, 77, 94, 97, 98, 19, 74, 83, 27, 47, 24, 46, 63, 74, 24, 37, 55, 71, 18, 35, 79, 90, 18, 15, 56, 57, 87, 91, 89, 97, 65, 86, 96, 98, 36, 94, 55, 62, 71, 83, 83, 95, 12, 51, 87, 43, 72, 99, 49, 85, 12, 16, 25, 0, 37, 72, 42, 46, 85, 86, 90, 48, 55, 56, 22, 50, 57, 73, 86, 97, 80, 86, 95, 53, 56, 68, 80, 47, 50, 19, 47, 57, 79, 91, 10, 20, 31, 70, 85, 14, 26, 34, 45, 46, 63, 8, 3, 15, 42, 68, 77, 43, 38, 84, 96, 23, 60]","[0, 1, 2, 3, 68, 4, 5, 6, 7, 8, 9, 10, 14, 16, 17, 18, 20, 21, 22, 23, 25, 27, 28, 29, 30, 31, 34, 38, 43, 48, 52, 53, 59, 62]"
273,Push,41,"[41, 44, 82, 84, 86, 87, 44, 66, 85, 55, 74, 93, 32, 35, 55, 71, 64, 73, 79, 86, 44, 49, 64, 82, 87, 91, 93, 81, 92, 24, 25, 65, 73, 89, 90, 92, 32, 66, 25, 37, 61, 63, 89, 98, 54, 66, 73, 94, 42, 51, 66, 35, 83, 35, 46, 94, 20, 30, 85, 91, 25, 48, 50, 78, 93, 95, 46, 49, 32, 66, 75, 79, 88, 89, 45, 46, 69, 90, 40, 95, 20, 72, 75, 94, 24, 19, 67, 69, 73, 30, 40, 80, 99, 33, 44, 74, 79, 80, 72, 61, 77, 94, 97, 98, 19, 74, 83, 27, 47, 24, 46, 63, 74, 24, 37, 55, 71, 18, 35, 79, 90, 18, 15, 56, 57, 87, 91, 89, 97, 65, 86, 96, 98, 36, 94, 55, 62, 71, 83, 83, 95, 12, 51, 87, 43, 72, 99, 49, 85, 12, 16, 25, 0, 37, 72, 42, 46, 85, 86, 90, 48, 55, 56, 22, 50, 57, 73, 86, 97, 80, 86, 95, 53, 56, 68, 80, 47, 50, 19, 47, 57, 79, 91, 10, 20, 31, 70, 85, 14, 26, 34, 45, 46, 63, 8, 3, 15, 42, 68, 77, 43, 38, 84, 96, 23, 60]","[0, 1, 2, 3, 68, 4, 5, 6, 7, 8, 9, 10, 14, 16, 17, 18, 20, 21, 22, 23, 25, 27, 28, 29, 30, 31, 34, 38, 43, 48, 52, 53, 59, 62]"
274,Push,13,"[13, 41, 44, 82, 84, 86, 87, 44, 66, 85, 55, 74, 93, 32, 35, 55, 71, 64, 73, 79, 86, 44, 49, 64, 82, 87, 91, 93, 81, 92, 24, 25, 65, 73, 89, 90, 92, 32, 66, 25, 37, 61, 63, 89, 98, 54, 66, 73, 94, 42, 51, 66, 35, 83, 35, 46, 94, 20, 30, 85, 91, 25, 48, 50, 78, 93, 95, 46, 49, 32, 66, 75, 79, 88, 89, 45, 46, 69, 90, 40, 95, 20, 72, 75, 94, 24, 19, 67, 69, 73, 30, 40, 80, 99, 33, 44, 74, 79, 80, 72, 61, 77, 94, 97, 98, 19, 74, 83, 27, 47, 24, 46, 63, 74, 24, 37, 55, 71, 18, 35, 79, 90, 18, 15, 56, 57, 87, 91, 89, 97, 65, 86, 96, 98, 36, 94, 55, 62, 71, 83, 83, 95, 12, 51, 87, 43, 72, 99, 49, 85, 12, 16, 25, 0, 37, 72, 42, 46, 85, 86, 90, 48, 55, 56, 22, 50, 57, 73, 86, 97, 80, 86, 95, 53, 56, 68, 80, 47, 50, 19, 47, 57, 79, 91, 10, 20, 31, 70, 85, 14, 26, 34, 45, 46, 63, 8, 3, 15, 42, 68, 77, 43, 38, 84, 96, 23, 60]","[0, 1, 2, 3, 68, 4, 5, 6, 7, 8, 9, 10, 14, 16, 17, 18, 20, 21, 22, 23, 25, 27, 28, 29, 30, 31, 34, 38, 43, 48, 52, 53, 59, 62]"
275,Visit,13,"[41, 44, 82, 84, 86, 87, 44, 66, 85, 55, 74, 93, 32, 35, 55, 71, 64, 73, 79, 86, 44, 49, 64, 82, 87, 91, 93, 81, 92, 24, 25, 65, 73, 89, 90, 92, 32, 66, 25, 37, 61, 63, 89, 98, 54, 66, 73, 94, 42, 51, 66, 35, 83, 35, 46, 94, 20, 30, 85, 91, 25, 48, 50, 78, 93, 95, 46, 49, 32, 66, 75, 79, 88, 89, 45, 46, 69, 90, 40, 95, 20, 72, 75, 94, 24, 19, 67, 69, 73, 30, 40, 80, 99, 33, 44, 74, 79, 80, 72, 61, 77, 94, 97, 98, 19, 74, 83, 27, 47, 24, 46, 63, 74, 24, 37, 55, 71, 18, 35, 79, 90, 18, 15, 56, 57, 87, 91, 89, 97, 65, 86, 96, 98, 36, 94, 55, 62, 71, 83, 83, 95, 12, 51, 87, 43, 72, 99, 49, 85, 12, 16, 25, 0, 37, 72, 42, 46, 85, 86, 90, 48, 55, 56, 22, 50, 57, 73, 86, 97, 80, 86, 95, 53, 56, 68, 80, 47, 50, 19, 47, 57, 79, 91, 10, 20, 31, 70, 85, 14, 26, 34, 45, 46, 63, 8, 3, 15, 42, 68, 77, 43, 38, 84, 96, 23, 60]","[0, 1, 2, 3, 68, 4, 5, 6, 7, 8, 9, 10, 13, 14, 16, 17, 18, 20, 21, 22, 23, 25, 27, 28, 29, 30, 31, 34, 38, 43, 48, 52, 53, 59, 62]"
276,Push,92,"[92, 41, 44, 82, 84, 86, 87, 44, 66, 85, 55, 74, 93, 32, 35, 55, 71, 64, 73, 79, 86, 44, 49, 64, 82, 87, 91, 93, 81, 92, 24, 25, 65, 73, 89, 90, 92, 32, 66, 25, 37, 61, 63, 89, 98, 54, 66, 73, 94, 42, 51, 66, 35, 83, 35, 46, 94, 20, 30, 85, 91, 25, 48, 50, 78, 93, 95, 46, 49, 32, 66, 75, 79, 88, 89, 45, 46, 69, 90, 40, 95, 20, 72, 75, 94, 24, 19, 67, 69, 73, 30, 40, 80, 99, 33, 44, 74, 79, 80, 72, 61, 77, 94, 97, 98, 19, 74, 83, 27, 47, 24, 46, 63, 74, 24, 37, 55, 71, 18, 35, 79, 90, 18, 15, 56, 57, 87, 91, 89, 97, 65, 86, 96, 98, 36, 94, 55, 62, 71, 83, 83, 95, 12, 51, 87, 43, 72, 99, 49, 85, 12, 16, 25, 0, 37, 72, 42, 46, 85, 86, 90, 48, 55, 56, 22, 50, 57, 73, 86, 97, 80, 86, 95, 53, 56, 68, 80, 47, 50, 19, 47, 57, 79, 91, 10, 20, 31, 70, 85, 14, 26, 34, 45, 46, 63, 8, 3, 15, 42, 68, 77, 43, 38, 84, 96, 23, 60]","[0, 1, 2, 3, 68, 4, 5, 6, 7, 8, 9, 10, 13, 14, 16, 17, 18, 20, 21, 22, 23, 25, 27, 28, 29, 30, 31, 34, 38, 43, 48, 52, 53, 59, 62]"
277,Push,79,"[79, 92, 41, 44, 82, 84, 86, 87, 44, 66, 85, 55, 74, 93, 32, 35, 55, 71, 64, 73, 79, 86, 44, 49, 64, 82, 87, 91, 93, 81, 92, 24, 25, 65, 73, 89, 90, 92, 32, 66, 25, 37, 61, 63, 89, 98, 54, 66, 73, 94, 42, 51, 66, 35, 83, 35, 46, 94, 20, 30, 85, 91, 25, 48, 50, 78, 93, 95, 46, 49, 32, 66, 75, 79, 88, 89, 45, 46, 69, 90, 40, 95, 20, 72, 75, 94, 24, 19, 67, 69, 73, 30, 40, 80, 99, 33, 44, 74, 79, 80, 72, 61, 77, 94, 97, 98, 19, 74, 83, 27, 47, 24, 46, 63, 74, 24, 37, 55, 71, 18, 35, 79, 90, 18, 15, 56, 57, 87, 91, 89, 97, 65, 86, 96, 98, 36, 94, 55, 62, 71, 83, 83, 95, 12, 51, 87, 43, 72, 99, 49, 85, 12, 16, 25, 0, 37, 72, 42, 46, 85, 86, 90, 48, 55, 56, 22, 50, 57, 73, 86, 97, 80, 86, 95, 53, 56, 68, 80, 47, 50, 19, 47, 57, 79, 91, 10, 20, 31, 70, 85, 14, 26, 34, 45, 46, 63, 8, 3, 15, 42, 68, 77, 43, 38, 84, 96, 23, 60]","[0, 1, 2, 3, 68, 4, 5, 6, 7, 8, 9, 10, 13, 14, 16, 17, 18, 20, 21, 22, 23, 25, 27, 28, 29, 30, 31, 34, 38, 43, 48, 52, 53, 59, 62]"
278,Push,58,"[58, 79, 92, 41, 44, 82, 84, 86, 87, 44, 66, 85, 55, 74, 93, 32, 35, 55, 71, 64, 73, 79, 86, 44, 49, 64, 82, 87, 91, 93, 81, 92, 24, 25, 65, 73, 89, 90, 92, 32, 66, 25, 37, 61, 63, 89, 98, 54, 66, 73, 94, 42, 51, 66, 35, 83, 35, 46, 94, 20, 30, 85, 91, 25, 48, 50, 78, 93, 95, 46, 49, 32, 66, 75, 79, 88, 89, 45, 46, 69, 90, 40, 95, 20, 72, 75, 94, 24, 19, 67, 69, 73, 30, 40, 80, 99, 33, 44, 74, 79, 80, 72, 61, 77, 94, 97, 98, 19, 74, 83, 27, 47, 24, 46, 63, 74, 24, 37, 55, 71, 18, 35, 79, 90, 18, 15, 56, 57, 87, 91, 89, 97, 65, 86, 96, 98, 36, 94, 55, 62, 71, 83, 83, 95, 12, 51, 87, 43, 72, 99, 49, 85, 12, 16, 25, 0, 37, 72, 42, 46, 85, 86, 90, 48, 55, 56, 22, 50, 57, 73, 86, 97, 80, 86, 95, 53, 56, 68, 80, 47, 50, 19, 47, 57, 79, 91, 10, 20, 31, 70, 85, 14, 26, 34, 45, 46, 63, 8, 3, 15, 42, 68, 77, 43, 38, 84, 96, 23, 60]","[0, 1, 2, 3, 68, 4, 5, 6, 7, 8, 9, 10, 13, 14, 16, 17, 18, 20, 21, 22, 23, 25, 27, 28, 29, 30, 31, 34, 38, 43, 48, 52, 53, 59, 62]"
279,Push,19,"[19, 58, 79, 92, 41, 44, 82, 84, 86, 87, 44, 66, 85, 55, 74, 93, 32, 35, 55, 71, 64, 73, 79, 86, 44, 49, 64, 82, 87, 91, 93, 81, 92, 24, 25, 65, 73, 89, 90, 92, 32, 66, 25, 37, 61, 63, 89, 98, 54, 66, 73, 94, 42, 51, 66, 35, 83, 35, 46, 94, 20, 30, 85, 91, 25, 48, 50, 78, 93, 95, 46, 49, 32, 66, 75, 79, 88, 89, 45, 46, 69, 90, 40, 95, 20, 72, 75, 94, 24, 19, 67, 69, 73, 30, 40, 80, 99, 33, 44, 74, 79, 80, 72, 61, 77, 94, 97, 98, 19, 74, 83, 27, 47, 24, 46, 63, 74, 24, 37, 55, 71, 18, 35, 79, 90, 18, 15, 56, 57, 87, 91, 89, 97, 65, 86, 96, 98, 36, 94, 55, 62, 71, 83, 83, 95, 12, 51, 87, 43, 72, 99, 49, 85, 12, 16, 25, 0, 37, 72, 42, 46, 85, 86, 90, 48, 55, 56, 22, 50, 57, 73, 86, 97, 80, 86, 95, 53, 56, 68, 80, 47, 50, 19, 47, 57, 79, 91, 10, 20, 31, 70, 85, 14, 26, 34, 45, 46, 63, 8, 3, 15, 42, 68, 77, 43, 38, 84, 96, 23, 60]","[0, 1, 2, 3, 68, 4, 5, 6, 7, 8, 9, 10, 13, 14, 16, 17, 18, 20, 21, 22, 23, 25, 27, 28, 29, 30, 31, 34, 38, 43, 48, 52, 53, 59, 62]"
