Step,Action,Node,Neighbor,OldG,NewG,H,NewF,OpenSize
0,Pop,167,,,,,,0
1,Relax,167,129,2147483647,5,39,44,1
2,Relax,167,389,2147483647,14,221,235,2
3,Relax,167,7,2147483647,7,161,168,3
4,Relax,167,9,2147483647,2,159,161,4
5,Relax,167,265,2147483647,5,97,102,5
6,Relax,167,268,2147483647,8,100,108,6
7,Relax,167,13,2147483647,15,155,170,7
8,Relax,167,18,2147483647,14,150,164,8
9,Relax,167,147,2147483647,5,21,26,9
10,Relax,167,405,2147483647,4,237,241,10
11,Relax,167,150,2147483647,8,18,26,11
12,Relax,167,152,2147483647,2,16,18,12
13,Relax,167,282,2147483647,14,114,128,13
14,Relax,167,28,2147483647,9,140,149,14
15,Relax,167,156,2147483647,4,12,16,15
16,Relax,167,287,2147483647,11,119,130,16
17,Relax,167,289,2147483647,9,121,130,17
18,Relax,167,162,2147483647,2,6,8,18
19,Relax,167,163,2147483647,13,5,18,19
20,Relax,167,164,2147483647,12,4,16,20
21,Relax,167,38,2147483647,13,130,143,21
22,Relax,167,295,2147483647,11,127,138,22
23,Relax,167,296,2147483647,19,128,147,23
24,Relax,167,298,2147483647,9,130,139,24
25,Relax,167,299,2147483647,9,131,140,25
26,Relax,167,430,2147483647,7,262,269,26
27,Relax,167,432,2147483647,4,264,268,27
28,Relax,167,177,2147483647,20,9,29,28
29,Relax,167,306,2147483647,14,138,152,29
30,Relax,167,179,2147483647,12,11,23,30
31,Relax,167,435,2147483647,7,267,274,31
32,Relax,167,180,2147483647,6,12,18,32
33,Relax,167,308,2147483647,16,140,156,33
34,Relax,167,185,2147483647,6,17,23,34
35,Relax,167,315,2147483647,10,147,157,35
36,Relax,167,61,2147483647,11,107,118,36
37,Relax,167,445,2147483647,19,277,296,37
38,Relax,167,193,2147483647,4,25,29,38
39,Relax,167,194,2147483647,19,26,45,39
40,Relax,167,453,2147483647,7,285,292,40
41,Relax,167,326,2147483647,5,158,163,41
42,Relax,167,71,2147483647,10,97,107,42
43,Relax,167,199,2147483647,9,31,40,43
44,Relax,167,72,2147483647,19,96,115,44
45,Relax,167,328,2147483647,14,160,174,45
46,Relax,167,73,2147483647,16,95,111,46
47,Relax,167,201,2147483647,17,33,50,47
48,Relax,167,78,2147483647,5,90,95,48
49,Relax,167,206,2147483647,7,38,45,49
50,Relax,167,334,2147483647,12,166,178,50
51,Relax,167,462,2147483647,4,294,298,51
52,Relax,167,335,2147483647,7,167,174,52
53,Relax,167,82,2147483647,1,86,87,53
54,Relax,167,341,2147483647,6,173,179,54
55,Relax,167,86,2147483647,2,82,84,55
56,Relax,167,342,2147483647,17,174,191,56
57,Relax,167,470,2147483647,11,302,313,57
58,Relax,167,87,2147483647,5,81,86,58
59,Relax,167,344,2147483647,9,176,185,59
60,Relax,167,217,2147483647,1,49,50,60
61,Relax,167,475,2147483647,7,307,314,61
62,Relax,167,220,2147483647,11,52,63,62
63,Relax,167,476,2147483647,8,308,316,63
64,Relax,167,93,2147483647,9,75,84,64
65,Relax,167,95,2147483647,12,73,85,65
66,Relax,167,99,2147483647,14,69,83,66
67,Relax,167,483,2147483647,18,315,333,67
68,Relax,167,227,2147483647,6,59,65,68
69,Relax,167,229,2147483647,17,61,78,69
70,Relax,167,231,2147483647,10,63,73,70
71,Relax,167,361,2147483647,2,193,195,71
72,Relax,167,492,2147483647,12,324,336,72
73,Relax,167,109,2147483647,3,59,62,73
74,Relax,167,366,2147483647,6,198,204,74
75,Relax,167,111,2147483647,19,57,76,75
76,Relax,167,112,2147483647,18,56,74,76
77,Relax,167,497,2147483647,10,329,339,77
78,Relax,167,114,2147483647,17,54,71,78
79,Relax,167,120,2147483647,4,48,52,79
80,Relax,167,376,2147483647,15,208,223,80
81,Relax,167,121,2147483647,10,47,57,81
82,Relax,167,251,2147483647,17,83,100,82
83,Relax,167,379,2147483647,17,211,228,83
84,Relax,167,380,2147483647,14,212,226,84
85,Relax,167,127,2147483647,5,41,46,85
86,Relax,167,255,2147483647,13,87,100,86
87,Pop,162,,,,,,85
88,Relax,162,2,2147483647,6,166,172,86
89,Relax,162,4,2147483647,15,164,179,87
90,Relax,162,260,2147483647,8,92,100,88
91,Relax,162,7,7,4,161,165,89
92,Relax,162,17,2147483647,21,151,172,90
93,Relax,162,273,2147483647,12,105,117,91
94,Relax,162,20,2147483647,22,148,170,92
95,Relax,162,23,2147483647,13,145,158,93
96,Relax,162,287,11,7,119,126,94
97,Relax,162,35,2147483647,10,133,143,95
98,Relax,162,304,2147483647,7,136,143,96
99,Relax,162,51,2147483647,8,117,125,97
100,Relax,162,307,2147483647,5,139,144,98
101,Relax,162,308,16,12,140,152,99
102,Relax,162,54,2147483647,15,114,129,100
103,Relax,162,311,2147483647,3,143,146,101
104,Relax,162,312,2147483647,11,144,155,102
105,Relax,162,73,16,4,95,99,103
106,Relax,162,75,2147483647,10,93,103,104
107,Relax,162,76,2147483647,9,92,101,105
108,Relax,162,333,2147483647,12,165,177,106
109,Relax,162,337,2147483647,11,169,180,107
110,Relax,162,338,2147483647,3,170,173,108
111,Relax,162,340,2147483647,22,172,194,109
112,Relax,162,343,2147483647,4,175,179,110
113,Relax,162,345,2147483647,6,177,183,111
114,Relax,162,350,2147483647,14,182,196,112
115,Relax,162,98,2147483647,21,70,91,113
116,Relax,162,102,2147483647,22,66,88,114
117,Relax,162,106,2147483647,13,62,75,115
118,Relax,162,108,2147483647,21,60,81,116
119,Relax,162,367,2147483647,17,199,216,117
120,Relax,162,113,2147483647,5,55,60,118
121,Relax,162,115,2147483647,6,53,59,119
122,Relax,162,371,2147483647,6,203,209,120
123,Relax,162,373,2147483647,5,205,210,121
124,Relax,162,123,2147483647,11,45,56,122
125,Relax,162,379,17,12,211,223,123
126,Relax,162,126,2147483647,3,42,45,124
127,Relax,162,382,2147483647,22,214,236,125
128,Relax,162,383,2147483647,3,215,218,126
129,Relax,162,128,2147483647,21,40,61,127
130,Relax,162,384,2147483647,17,216,233,128
131,Relax,162,130,2147483647,19,38,57,129
132,Relax,162,131,2147483647,9,37,46,130
133,Relax,162,388,2147483647,17,220,237,131
134,Relax,162,133,2147483647,5,35,40,132
135,Relax,162,390,2147483647,11,222,233,133
136,Relax,162,135,2147483647,22,33,55,134
137,Relax,162,391,2147483647,15,223,238,135
138,Relax,162,393,2147483647,8,225,233,136
139,Relax,162,138,2147483647,16,30,46,137
140,Relax,162,398,2147483647,10,230,240,138
141,Relax,162,145,2147483647,16,23,39,139
142,Relax,162,151,2147483647,4,17,21,140
143,Relax,162,407,2147483647,5,239,244,141
144,Relax,162,155,2147483647,11,13,24,142
145,Relax,162,158,2147483647,8,10,18,143
146,Relax,162,414,2147483647,12,246,258,144
147,Relax,162,164,12,10,4,14,145
148,Relax,162,169,2147483647,7,1,8,146
149,Relax,162,170,2147483647,18,2,20,147
150,Relax,162,175,2147483647,22,7,29,148
151,Relax,162,177,20,13,9,22,149
152,Relax,162,436,2147483647,4,268,272,150
153,Relax,162,438,2147483647,11,270,281,151
154,Relax,162,183,2147483647,10,15,25,152
155,Relax,162,439,2147483647,13,271,284,153
156,Relax,162,185,6,3,17,20,154
157,Relax,162,442,2147483647,3,274,277,155
158,Relax,162,186,2147483647,3,18,21,156
159,Relax,162,187,2147483647,12,19,31,157
160,Relax,162,191,2147483647,17,23,40,158
161,Relax,162,447,2147483647,13,279,292,159
162,Relax,162,192,2147483647,3,24,27,160
163,Relax,162,450,2147483647,11,282,293,161
164,Relax,162,451,2147483647,8,283,291,162
165,Relax,162,452,2147483647,5,284,289,163
166,Relax,162,457,2147483647,11,289,300,164
167,Relax,162,213,2147483647,8,45,53,165
168,Relax,162,224,2147483647,11,56,67,166
169,Relax,162,484,2147483647,7,316,323,167
170,Relax,162,485,2147483647,7,317,324,168
171,Relax,162,490,2147483647,4,322,326,169
172,Relax,162,491,2147483647,13,323,336,170
173,Relax,162,493,2147483647,22,325,347,171
174,Relax,162,239,2147483647,15,71,86,172
175,Relax,162,245,2147483647,21,77,98,173
176,Relax,162,248,2147483647,12,80,92,174
177,Relax,162,249,2147483647,13,81,94,175
178,Pop,169,,,,,,174
179,Relax,169,258,2147483647,14,90,104,175
180,Relax,169,8,2147483647,18,160,178,176
181,Relax,169,15,2147483647,22,153,175,177
182,Relax,169,276,2147483647,18,108,126,178
183,Relax,169,278,2147483647,24,110,134,179
184,Relax,169,279,2147483647,11,111,122,180
185,Relax,169,283,2147483647,9,115,124,181
186,Relax,169,29,2147483647,13,139,152,182
187,Relax,169,292,2147483647,12,124,136,183
188,Relax,169,42,2147483647,8,126,134,184
189,Relax,169,47,2147483647,16,121,137,185
190,Relax,169,303,2147483647,10,135,145,186
191,Relax,169,48,2147483647,16,120,136,187
192,Relax,169,53,2147483647,11,115,126,188
193,Relax,169,57,2147483647,15,111,126,189
194,Relax,169,314,2147483647,11,146,157,190
195,Relax,169,317,2147483647,14,149,163,191
196,Relax,169,63,2147483647,9,105,114,192
197,Relax,169,64,2147483647,17,104,121,193
198,Relax,169,322,2147483647,12,154,166,194
199,Relax,169,67,2147483647,14,101,115,195
200,Relax,169,324,2147483647,14,156,170,196
201,Relax,169,69,2147483647,21,99,120,197
202,Relax,169,325,2147483647,27,157,184,198
203,Relax,169,77,2147483647,26,91,117,199
204,Relax,169,84,2147483647,21,84,105,200
205,Relax,169,89,2147483647,12,79,91,201
206,Relax,169,91,2147483647,27,77,104,202
207,Relax,169,347,2147483647,25,179,204,203
208,Relax,169,349,2147483647,27,181,208,204
209,Relax,169,351,2147483647,13,183,196,205
210,Relax,169,358,2147483647,24,190,214,206
211,Relax,169,359,2147483647,23,191,214,207
212,Relax,169,360,2147483647,23,192,215,208
