Step,Action,Node,QueueState,VisitedSet
103,Dequeue,89,"[15, 50, 51, 78, 98, 72, 2, 11, 47, 20, 57, 87]","[0, 1, 2, 5, 7, 10, 11, 12, 14, 15, 17, 18, 19, 20, 24, 26, 27, 29, 30, 33, 36, 37, 39, 40, 41, 42, 45, 46, 47, 48, 50, 51, 53, 56, 57, 58, 59, 62, 66, 70, 72, 73, 74, 76, 77, 78, 81, 86, 87, 89, 92, 93, 94, 95, 96, 97, 98, 99]"
104,Enqueue,21,"[15, 50, 51, 78, 98, 72, 2, 11, 47, 20, 57, 87, 21]","[0, 1, 2, 5, 7, 10, 11, 12, 14, 15, 17, 18, 19, 20, 21, 24, 26, 27, 29, 30, 33, 36, 37, 39, 40, 41, 42, 45, 46, 47, 48, 50, 51, 53, 56, 57, 58, 59, 62, 66, 70, 72, 73, 74, 76, 77, 78, 81, 86, 87, 89, 92, 93, 94, 95, 96, 97, 98, 99]"
105,Enqueue,31,"[15, 50, 51, 78, 98, 72, 2, 11, 47, 20, 57, 87, 21, 31]","[0, 1, 2, 5, 7, 10, 11, 12, 14, 15, 17, 18, 19, 20, 21, 24, 26, 27, 29, 30, 31, 33, 36, 37, 39, 40, 41, 42, 45, 46, 47, 48, 50, 51, 53, 56, 57, 58, 59, 62, 66, 70, 72, 73, 74, 76, 77, 78, 81, 86, 87, 89, 92, 93, 94, 95, 96, 97, 98, 99]"
106,Enqueue,63,"[15, 50, 51, 78, 98, 72, 2, 11, 47, 20, 57, 87, 21, 31, 63]","[0, 1, 2, 5, 7, 10, 11, 12, 14, 15, 17, 18, 19, 20, 21, 24, 26, 27, 29, 30, 31, 33, 36, 37, 39, 40, 41, 42, 45, 46, 47, 48, 50, 51, 53, 56, 57, 58, 59, 62, 63, 66, 70, 72, 73, 74, 76, 77, 78, 81, 86, 87, 89, 92, 93, 94, 95, 96, 97, 98, 99]"
107,Dequeue,15,"[50, 51, 78, 98, 72, 2, 11, 47, 20, 57, 87, 21, 31, 63]","[0, 1, 2, 5, 7, 10, 11, 12, 14, 15, 17, 18, 19, 20, 21, 24, 26, 27, 29, 30, 31, 33, 36, 37, 39, 40, 41, 42, 45, 46, 47, 48, 50, 51, 53, 56, 57, 58, 59, 62, 63, 66, 70, 72, 73, 74, 76, 77, 78, 81, 86, 87, 89, 92, 93, 94, 95, 96, 97, 98, 99]"
108,Enqueue,8,"[50, 51, 78, 98, 72, 2, 11, 47, 20, 57, 87, 21, 31, 63, 8]","[0, 1, 2, 5, 7, 8, 10, 11, 12, 14, 15, 17, 18, 19, 20, 21, 24, 26, 27, 29, 30, 31, 33, 36, 37, 39, 40, 41, 42, 45, 46, 47, 48, 50, 51, 53, 56, 57, 58, 59, 62, 63, 66, 70, 72, 73, 74, 76, 77, 78, 81, 86, 87, 89, 92, 93, 94, 95, 96, 97, 98, 99]"
109,Dequeue,50,"[51, 78, 98, 72, 2, 11, 47, 20, 57, 87, 21, 31, 63, 8]","[0, 1, 2, 5, 7, 8, 10, 11, 12, 14, 15, 17, 18, 19, 20, 21, 24, 26, 27, 29, 30, 31, 33, 36, 37, 39, 40, 41, 42, 45, 46, 47, 48, 50, 51, 53, 56, 57, 58, 59, 62, 63, 66, 70, 72, 73, 74, 76, 77, 78, 81, 86, 87, 89, 92, 93, 94, 95, 96, 97, 98, 99]"
110,Dequeue,51,"[78, 98, 72, 2, 11, 47, 20, 57, 87, 21, 31, 63, 8]","[0, 1, 2, 5, 7, 8, 10, 11, 12, 14, 15, 17, 18, 19, 20, 21, 24, 26, 27, 29, 30, 31, 33, 36, 37, 39, 40, 41, 42, 45, 46, 47, 48, 50, 51, 53, 56, 57, 58, 59, 62, 63, 66, 70, 72, 73, 74, 76, 77, 78, 81, 86, 87, 89, 92, 93, 94, 95, 96, 97, 98, 99]"
111,Dequeue,78,"[98, 72, 2, 11, 47, 20, 57, 87, 21, 31, 63, 8]","[0, 1, 2, 5, 7, 8, 10, 11, 12, 14, 15, 17, 18, 19, 20, 21, 24, 26, 27, 29, 30, 31, 33, 36, 37, 39, 40, 41, 42, 45, 46, 47, 48, 50, 51, 53, 56, 57, 58, 59, 62, 63, 66, 70, 72, 73, 74, 76, 77, 78, 81, 86, 87, 89, 92, 93, 94, 95, 96, 97, 98, 99]"
112,Enqueue,60,"[98, 72, 2, 11, 47, 20, 57, 87, 21, 31, 63, 8, 60]","[0, 1, 2, 5, 7, 8, 10, 11, 12, 14, 15, 17, 18, 19, 20, 21, 24, 26, 27, 29, 30, 31, 33, 36, 37, 39, 40, 41, 42, 45, 46, 47, 48, 50, 51, 53, 56, 57, 58, 59, 60, 62, 63, 66, 70, 72, 73, 74, 76, 77, 78, 81, 86, 87, 89, 92, 93, 94, 95, 96, 97, 98, 99]"
113,Dequeue,98,"[72, 2, 11, 47, 20, 57, 87, 21, 31, 63, 8, 60]","[0, 1, 2, 5, 7, 8, 10, 11, 12, 14, 15, 17, 18, 19, 20, 21, 24, 26, 27, 29, 30, 31, 33, 36, 37, 39, 40, 41, 42, 45, 46, 47, 48, 50, 51, 53, 56, 57, 58, 59, 60, 62, 63, 66, 70, 72, 73, 74, 76, 77, 78, 81, 86, 87, 89, 92, 93, 94, 95, 96, 97, 98, 99]"
114,Dequeue,72,"[2, 11, 47, 20, 57, 87, 21, 31, 63, 8, 60]","[0, 1, 2, 5, 7, 8, 10, 11, 12, 14, 15, 17, 18, 19, 20, 21, 24, 26, 27, 29, 30, 31, 33, 36, 37, 39, 40, 41, 42, 45, 46, 47, 48, 50, 51, 53, 56, 57, 58, 59, 60, 62, 63, 66, 70, 72, 73, 74, 76, 77, 78, 81, 86, 87, 89, 92, 93, 94, 95, 96, 97, 98, 99]"
115,Dequeue,2,"[11, 47, 20, 57, 87, 21, 31, 63, 8, 60]","[0, 1, 2, 5, 7, 8, 10, 11, 12, 14, 15, 17, 18, 19, 20, 21, 24, 26, 27, 29, 30, 31, 33, 36, 37, 39, 40, 41, 42, 45, 46, 47, 48, 50, 51, 53, 56, 57, 58, 59, 60, 62, 63, 66, 70, 72, 73, 74, 76, 77, 78, 81, 86, 87, 89, 92, 93, 94, 95, 96, 97, 98, 99]"
116,Dequeue,11,"[47, 20, 57, 87, 21, 31, 63, 8, 60]","[0, 1, 2, 5, 7, 8, 10, 11, 12, 14, 15, 17, 18, 19, 20, 21, 24, 26, 27, 29, 30, 31, 33, 36, 37, 39, 40, 41, 42, 45, 46, 47, 48, 50, 51, 53, 56, 57, 58, 59, 60, 62, 63, 66, 70, 72, 73, 74, 76, 77, 78, 81, 86, 87, 89, 92, 93, 94, 95, 96, 97, 98, 99]"
117,Dequeue,47,"[20, 57, 87, 21, 31, 63, 8, 60]","[0, 1, 2, 5, 7, 8, 10, 11, 12, 14, 15, 17, 18, 19, 20, 21, 24, 26, 27, 29, 30, 31, 33, 36, 37, 39, 40, 41, 42, 45, 46, 47, 48, 50, 51, 53, 56, 57, 58, 59, 60, 62, 63, 66, 70, 72, 73, 74, 76, 77, 78, 81, 86, 87, 89, 92, 93, 94, 95, 96, 97, 98, 99]"
118,Dequeue,20,"[57, 87, 21, 31, 63, 8, 60]","[0, 1, 2, 5, 7, 8, 10, 11, 12, 14, 15, 17, 18, 19, 20, 21, 24, 26, 27, 29, 30, 31, 33, 36, 37, 39, 40, 41, 42, 45, 46, 47, 48, 50, 51, 53, 56, 57, 58, 59, 60, 62, 63, 66, 70, 72, 73, 74, 76, 77, 78, 81, 86, 87, 89, 92, 93, 94, 95, 96, 97, 98, 99]"
119,Dequeue,57,"[87, 21, 31, 63, 8, 60]","[0, 1, 2, 5, 7, 8, 10, 11, 12, 14, 15, 17, 18, 19, 20, 21, 24, 26, 27, 29, 30, 31, 33, 36, 37, 39, 40, 41, 42, 45, 46, 47, 48, 50, 51, 53, 56, 57, 58, 59, 60, 62, 63, 66, 70, 72, 73, 74, 76, 77, 78, 81, 86, 87, 89, 92, 93, 94, 95, 96, 97, 98, 99]"
120,Dequeue,87,"[21, 31, 63, 8, 60]","[0, 1, 2, 5, 7, 8, 10, 11, 12, 14, 15, 17, 18, 19, 20, 21, 24, 26, 27, 29, 30, 31, 33, 36, 37, 39, 40, 41, 42, 45, 46, 47, 48, 50, 51, 53, 56, 57, 58, 59, 60, 62, 63, 66, 70, 72, 73, 74, 76, 77, 78, 81, 86, 87, 89, 92, 93, 94, 95, 96, 97, 98, 99]"
121,Enqueue,23,"[21, 31, 63, 8, 60, 23]","[0, 1, 2, 5, 7, 8, 10, 11, 12, 14, 15, 17, 18, 19, 20, 21, 23, 24, 26, 27, 29, 30, 31, 33, 36, 37, 39, 40, 41, 42, 45, 46, 47, 48, 50, 51, 53, 56, 57, 58, 59, 60, 62, 63, 66, 70, 72, 73, 74, 76, 77, 78, 81, 86, 87, 89, 92, 93, 94, 95, 96, 97, 98, 99]"
122,Dequeue,21,"[31, 63, 8, 60, 23]","[0, 1, 2, 5, 7, 8, 10, 11, 12, 14, 15, 17, 18, 19, 20, 21, 23, 24, 26, 27, 29, 30, 31, 33, 36, 37, 39, 40, 41, 42, 45, 46, 47, 48, 50, 51, 53, 56, 57, 58, 59, 60, 62, 63, 66, 70, 72, 73, 74, 76, 77, 78, 81, 86, 87, 89, 92, 93, 94, 95, 96, 97, 98, 99]"
123,Enqueue,83,"[31, 63, 8, 60, 23, 83]","[0, 1, 2, 5, 7, 8, 10, 11, 12, 14, 15, 17, 18, 19, 20, 21, 23, 24, 26, 27, 29, 30, 31, 33, 36, 37, 39, 40, 41, 42, 45, 46, 47, 48, 50, 51, 53, 56, 57, 58, 59, 60, 62, 63, 66, 70, 72, 73, 74, 76, 77, 78, 81, 83, 86, 87, 89, 92, 93, 94, 95, 96, 97, 98, 99]"
124,Dequeue,31,"[63, 8, 60, 23, 83]","[0, 1, 2, 5, 7, 8, 10, 11, 12, 14, 15, 17, 18, 19, 20, 21, 23, 24, 26, 27, 29, 30, 31, 33, 36, 37, 39, 40, 41, 42, 45, 46, 47, 48, 50, 51, 53, 56, 57, 58, 59, 60, 62, 63, 66, 70, 72, 73, 74, 76, 77, 78, 81, 83, 86, 87, 89, 92, 93, 94, 95, 96, 97, 98, 99]"
125,Enqueue,82,"[63, 8, 60, 23, 83, 82]","[0, 1, 2, 5, 7, 8, 10, 11, 12, 14, 15, 17, 18, 19, 20, 21, 23, 24, 26, 27, 29, 30, 31, 33, 36, 37, 39, 40, 41, 42, 45, 46, 47, 48, 50, 51, 53, 56, 57, 58, 59, 60, 62, 63, 66, 70, 72, 73, 74, 76, 77, 78, 81, 82, 83, 86, 87, 89, 92, 93, 94, 95, 96, 97, 98, 99]"
126,Dequeue,63,"[8, 60, 23, 83, 82]","[0, 1, 2, 5, 7, 8, 10, 11, 12, 14, 15, 17, 18, 19, 20, 21, 23, 24, 26, 27, 29, 30, 31, 33, 36, 37, 39, 40, 41, 42, 45, 46, 47, 48, 50, 51, 53, 56, 57, 58, 59, 60, 62, 63, 66, 70, 72, 73, 74, 76, 77, 78, 81, 82, 83, 86, 87, 89, 92, 93, 94, 95, 96, 97, 98, 99]"
127,Enqueue,52,"[8, 60, 23, 83, 82, 52]","[0, 1, 2, 5, 7, 8, 10, 11, 12, 14, 15, 17, 18, 19, 20, 21, 23, 24, 26, 27, 29, 30, 31, 33, 36, 37, 39, 40, 41, 42, 45, 46, 47, 48, 50, 51, 52, 53, 56, 57, 58, 59, 60, 62, 63, 66, 70, 72, 73, 74, 76, 77, 78, 81, 82, 83, 86, 87, 89, 92, 93, 94, 95, 96, 97, 98, 99]"
128,Enqueue,61,"[8, 60, 23, 83, 82, 52, 61]","[0, 1, 2, 5, 7, 8, 10, 11, 12, 14, 15, 17, 18, 19, 20, 21, 23, 24, 26, 27, 29, 30, 31, 33, 36, 37, 39, 40, 41, 42, 45, 46, 47, 48, 50, 51, 52, 53, 56, 57, 58, 59, 60, 61, 62, 63, 66, 70, 72, 73, 74, 76, 77, 78, 81, 82, 83, 86, 87, 89, 92, 93, 94, 95, 96, 97, 98, 99]"
129,Enqueue,67,"[8, 60, 23, 83, 82, 52, 61, 67]","[0, 1, 2, 5, 7, 8, 10, 11, 12, 14, 15, 17, 18, 19, 20, 21, 23, 24, 26, 27, 29, 30, 31, 33, 36, 37, 39, 40, 41, 42, 45, 46, 47, 48, 50, 51, 52, 53, 56, 57, 58, 59, 60, 61, 62, 63, 66, 67, 70, 72, 73, 74, 76, 77, 78, 81, 82, 83, 86, 87, 89, 92, 93, 94, 95, 96, 97, 98, 99]"
130,Dequeue,8,"[60, 23, 83, 82, 52, 61, 67]","[0, 1, 2, 5, 7, 8, 10, 11, 12, 14, 15, 17, 18, 19, 20, 21, 23, 24, 26, 27, 29, 30, 31, 33, 36, 37, 39, 40, 41, 42, 45, 46, 47, 48, 50, 51, 52, 53, 56, 57, 58, 59, 60, 61, 62, 63, 66, 67, 70, 72, 73, 74, 76, 77, 78, 81, 82, 83, 86, 87, 89, 92, 93, 94, 95, 96, 97, 98, 99]"
131,Dequeue,60,"[23, 83, 82, 52, 61, 67]","[0, 1, 2, 5, 7, 8, 10, 11, 12, 14, 15, 17, 18, 19, 20, 21, 23, 24, 26, 27, 29, 30, 31, 33, 36, 37, 39, 40, 41, 42, 45, 46, 47, 48, 50, 51, 52, 53, 56, 57, 58, 59, 60, 61, 62, 63, 66, 67, 70, 72, 73, 74, 76, 77, 78, 81, 82, 83, 86, 87, 89, 92, 93, 94, 95, 96, 97, 98, 99]"
132,Enqueue,49,"[23, 83, 82, 52, 61, 67, 49]","[0, 1, 2, 5, 7, 8, 10, 11, 12, 14, 15, 17, 18, 19, 20, 21, 23, 24, 26, 27, 29, 30, 31, 33, 36, 37, 39, 40, 41, 42, 45, 46, 47, 48, 49, 50, 51, 52, 53, 56, 57, 58, 59, 60, 61, 62, 63, 66, 67, 70, 72, 73, 74, 76, 77, 78, 81, 82, 83, 86, 87, 89, 92, 93, 94, 95, 96, 97, 98, 99]"
133,Enqueue,68,"[23, 83, 82, 52, 61, 67, 49, 68]","[0, 1, 2, 5, 7, 8, 10, 11, 12, 14, 15, 17, 18, 19, 20, 21, 23, 24, 26, 27, 29, 30, 31, 33, 36, 37, 39, 40, 41, 42, 45, 46, 47, 48, 49, 50, 51, 52, 53, 56, 57, 58, 59, 60, 61, 62, 63, 66, 67, 68, 70, 72, 73, 74, 76, 77, 78, 81, 82, 83, 86, 87, 89, 92, 93, 94, 95, 96, 97, 98, 99]"
134,Dequeue,23,"[83, 82, 52, 61, 67, 49, 68]","[0, 1, 2, 5, 7, 8, 10, 11, 12, 14, 15, 17, 18, 19, 20, 21, 23, 24, 26, 27, 29, 30, 31, 33, 36, 37, 39, 40, 41, 42, 45, 46, 47, 48, 49, 50, 51, 52, 53, 56, 57, 58, 59, 60, 61, 62, 63, 66, 67, 68, 70, 72, 73, 74, 76, 77, 78, 81, 82, 83, 86, 87, 89, 92, 93, 94, 95, 96, 97, 98, 99]"
135,Dequeue,83,"[82, 52, 61, 67, 49, 68]","[0, 1, 2, 5, 7, 8, 10, 11, 12, 14, 15, 17, 18, 19, 20, 21, 23, 24, 26, 27, 29, 30, 31, 33, 36, 37, 39, 40, 41, 42, 45, 46, 47, 48, 49, 50, 51, 52, 53, 56, 57, 58, 59, 60, 61, 62, 63, 66, 67, 68, 70, 72, 73, 74, 76, 77, 78, 81, 82, 83, 86, 87, 89, 92, 93, 94, 95, 96, 97, 98, 99]"
136,Dequeue,82,"[52, 61, 67, 49, 68]","[0, 1, 2, 5, 7, 8, 10, 11, 12, 14, 15, 17, 18, 19, 20, 21, 23, 24, 26, 27, 29, 30, 31, 33, 36, 37, 39, 40, 41, 42, 45, 46, 47, 48, 49, 50, 51, 52, 53, 56, 57, 58, 59, 60, 61, 62, 63, 66, 67, 68, 70, 72, 73, 74, 76, 77, 78, 81, 82, 83, 86, 87, 89, 92, 93, 94, 95, 96, 97, 98, 99]"
137,Dequeue,52,"[61, 67, 49, 68]","[0, 1, 2, 5, 7, 8, 10, 11, 12, 14, 15, 17, 18, 19, 20, 21, 23, 24, 26, 27, 29, 30, 31, 33, 36, 37, 39, 40, 41, 42, 45, 46, 47, 48, 49, 50, 51, 52, 53, 56, 57, 58, 59, 60, 61, 62, 63, 66, 67, 68, 70, 72, 73, 74, 76, 77, 78, 81, 82, 83, 86, 87, 89, 92, 93, 94, 95, 96, 97, 98, 99]"
138,Dequeue,61,"[67, 49, 68]","[0, 1, 2, 5, 7, 8, 10, 11, 12, 14, 15, 17, 18, 19, 20, 21, 23, 24, 26, 27, 29, 30, 31, 33, 36, 37, 39, 40, 41, 42, 45, 46, 47, 48, 49, 50, 51, 52, 53, 56, 57, 58, 59, 60, 61, 62, 63, 66, 67, 68, 70, 72, 73, 74, 76, 77, 78, 81, 82, 83, 86, 87, 89, 92, 93, 94, 95, 96, 97, 98, 99]"
139,Dequeue,67,"[49, 68]","[0, 1, 2, 5, 7, 8, 10, 11, 12, 14, 15, 17, 18, 19, 20, 21, 23, 24, 26, 27, 29, 30, 31, 33, 36, 37, 39, 40, 41, 42, 45, 46, 47, 48, 49, 50, 51, 52, 53, 56, 57, 58, 59, 60, 61, 62, 63, 66, 67, 68, 70, 72, 73, 74, 76, 77, 78, 81, 82, 83, 86, 87, 89, 92, 93, 94, 95, 96, 97, 98, 99]"
140,Enqueue,90,"[49, 68, 90]","[0, 1, 2, 5, 7, 8, 10, 11, 12, 14, 15, 17, 18, 19, 20, 21, 23, 24, 26, 27, 29, 30, 31, 33, 36, 37, 39, 40, 41, 42, 45, 46, 47, 48, 49, 50, 51, 52, 53, 56, 57, 58, 59, 60, 61, 62, 63, 66, 67, 68, 70, 72, 73, 74, 76, 77, 78, 81, 82, 83, 86, 87, 89, 90, 92, 93, 94, 95, 96, 97, 98, 99]"
141,Dequeue,49,"[68, 90]","[0, 1, 2, 5, 7, 8, 10, 11, 12, 14, 15, 17, 18, 19, 20, 21, 23, 24, 26, 27, 29, 30, 31, 33, 36, 37, 39, 40, 41, 42, 45, 46, 47, 48, 49, 50, 51, 52, 53, 56, 57, 58, 59, 60, 61, 62, 63, 66, 67, 68, 70, 72, 73, 74, 76, 77, 78, 81, 82, 83, 86, 87, 89, 90, 92, 93, 94, 95, 96, 97, 98, 99]"
142,Dequeue,68,[90],"[0, 1, 2, 5, 7, 8, 10, 11, 12, 14, 15, 17, 18, 19, 20, 21, 23, 24, 26, 27, 29, 30, 31, 33, 36, 37, 39, 40, 41, 42, 45, 46, 47, 48, 49, 50, 51, 52, 53, 56, 57, 58, 59, 60, 61, 62, 63, 66, 67, 68, 70, 72, 73, 74, 76, 77, 78, 81, 82, 83, 86, 87, 89, 90, 92, 93, 94, 95, 96, 97, 98, 99]"
143,Enqueue,55,"[90, 55]","[0, 1, 2, 5, 7, 8, 10, 11, 12, 14, 15, 17, 18, 19, 20, 21, 23, 24, 26, 27, 29, 30, 31, 33, 36, 37, 39, 40, 41, 42, 45, 46, 47, 48, 49, 50, 51, 52, 53, 55, 56, 57, 58, 59, 60, 61, 62, 63, 66, 67, 68, 70, 72, 73, 74, 76, 77, 78, 81, 82, 83, 86, 87, 89, 90, 92, 93, 94, 95, 96, 97, 98, 99]"
144,Dequeue,90,[55],"[0, 1, 2, 5, 7, 8, 10, 11, 12, 14, 15, 17, 18, 19, 20, 21, 23, 24, 26, 27, 29, 30, 31, 33, 36, 37, 39, 40, 41, 42, 45, 46, 47, 48, 49, 50, 51, 52, 53, 55, 56, 57, 58, 59, 60, 61, 62, 63, 66, 67, 68, 70, 72, 73, 74, 76, 77, 78, 81, 82, 83, 86, 87, 89, 90, 92, 93, 94, 95, 96, 97, 98, 99]"
145,Dequeue,55,[],"[0, 1, 2, 5, 7, 8, 10, 11, 12, 14, 15, 17, 18, 19, 20, 21, 23, 24, 26, 27, 29, 30, 31, 33, 36, 37, 39, 40, 41, 42, 45, 46, 47, 48, 49, 50, 51, 52, 53, 55, 56, 57, 58, 59, 60, 61, 62, 63, 66, 67, 68, 70, 72, 73, 74, 76, 77, 78, 81, 82, 83, 86, 87, 89, 90, 92, 93, 94, 95, 96, 97, 98, 99]"
