Step,Action,Node,Neighbor,OldG,NewG,H,NewF,OpenSize
154,Relax,146,235,2147483647,21,99,120,148
155,Relax,146,497,2147483647,32,361,393,149
156,Relax,146,311,2147483647,23,175,198,150
157,Relax,146,439,2147483647,31,303,334,151
158,Relax,146,249,2147483647,33,113,146,152
159,Relax,146,252,2147483647,28,116,144,153
160,Relax,146,189,2147483647,26,53,79,154
161,Pop,137,,,,,,153
162,Relax,137,6,2147483647,38,130,168,154
163,Relax,137,9,2147483647,33,127,160,155
164,Relax,137,395,2147483647,41,259,300,156
165,Relax,137,397,2147483647,43,261,304,157
166,Relax,137,273,2147483647,49,137,186,158
167,Relax,137,18,2147483647,36,118,154,159
168,Relax,137,147,2147483647,40,11,51,160
169,Relax,137,20,2147483647,33,116,149,161
170,Relax,137,277,2147483647,39,141,180,162
171,Relax,137,27,2147483647,49,109,158,163
172,Relax,137,157,2147483647,41,21,62,164
173,Relax,137,285,2147483647,42,149,191,165
174,Relax,137,419,2147483647,37,283,320,166
175,Relax,137,428,2147483647,42,292,334,167
176,Relax,137,429,2147483647,46,293,339,168
177,Relax,137,303,2147483647,48,167,215,169
178,Relax,137,307,2147483647,39,171,210,170
179,Relax,137,440,2147483647,38,304,342,171
180,Relax,137,185,2147483647,34,49,83,172
181,Relax,137,444,2147483647,41,308,349,173
182,Relax,137,319,2147483647,43,183,226,174
183,Relax,137,324,2147483647,45,188,233,175
184,Relax,137,325,2147483647,32,189,221,176
185,Relax,137,330,2147483647,44,194,238,177
186,Relax,137,465,2147483647,39,329,368,178
187,Relax,137,210,2147483647,47,74,121,179
188,Relax,137,83,2147483647,48,53,101,180
189,Relax,137,340,2147483647,34,204,238,181
190,Relax,137,345,2147483647,38,209,247,182
191,Relax,137,347,2147483647,44,211,255,183
192,Relax,137,94,2147483647,33,42,75,184
193,Relax,137,222,2147483647,37,86,123,185
194,Relax,137,97,2147483647,30,39,69,186
195,Relax,137,361,2147483647,36,225,261,187
196,Relax,137,237,2147483647,43,101,144,188
197,Relax,137,493,36,33,357,390,189
198,Relax,137,116,2147483647,31,20,51,190
199,Relax,137,372,2147483647,30,236,266,191
200,Relax,137,376,2147483647,33,240,273,192
201,Relax,137,378,2147483647,36,242,278,193
202,Relax,137,123,2147483647,39,13,52,194
203,Pop,136,,,,,,193
204,ReachedGoal,136,,,,,,193
