Step,Action,Node,Neighbor,OldG,NewG,H,NewF,OpenSize
0,Pop,135,,,,,,0
1,Relax,135,385,2147483647,9,249,258,1
2,Relax,135,449,2147483647,9,313,322,2
3,Relax,135,66,2147483647,9,70,79,3
4,Relax,135,195,2147483647,8,59,67,4
5,Relax,135,133,2147483647,19,3,22,5
6,Relax,135,71,2147483647,16,65,81,6
7,Relax,135,266,2147483647,14,130,144,7
8,Relax,135,75,2147483647,14,61,75,8
9,Relax,135,459,2147483647,6,323,329,9
10,Relax,135,460,2147483647,7,324,331,10
11,Relax,135,270,2147483647,9,134,143,11
12,Relax,135,207,2147483647,3,71,74,12
13,Relax,135,401,2147483647,4,265,269,13
14,Relax,135,146,2147483647,20,10,30,14
15,Relax,135,468,2147483647,13,332,345,15
16,Relax,135,407,2147483647,14,271,285,16
17,Relax,135,282,2147483647,6,146,152,17
18,Relax,135,474,2147483647,10,338,348,18
19,Relax,135,95,2147483647,19,41,60,19
20,Relax,135,224,2147483647,8,88,96,20
21,Relax,135,417,2147483647,15,281,296,21
22,Relax,135,291,2147483647,10,155,165,22
23,Relax,135,355,2147483647,15,219,234,23
24,Relax,135,356,2147483647,13,220,233,24
25,Relax,135,228,2147483647,14,92,106,25
26,Relax,135,488,2147483647,8,352,360,26
27,Relax,135,41,2147483647,20,95,115,27
28,Relax,135,425,2147483647,17,289,306,28
29,Relax,135,363,2147483647,15,227,242,29
30,Relax,135,173,2147483647,13,37,50,30
31,Relax,135,238,2147483647,16,102,118,31
32,Relax,135,430,2147483647,1,294,295,32
33,Relax,135,247,2147483647,14,111,125,33
34,Relax,135,253,2147483647,12,117,129,34
35,Relax,135,447,2147483647,17,311,328,35
36,Pop,133,,,,,,34
37,Relax,133,130,2147483647,21,6,27,35
38,Relax,133,259,2147483647,23,123,146,36
39,Relax,133,389,2147483647,22,253,275,37
40,Relax,133,391,2147483647,33,255,288,38
41,Relax,133,264,2147483647,29,128,157,39
42,Relax,133,278,2147483647,30,142,172,40
43,Relax,133,279,2147483647,33,143,176,41
44,Relax,133,280,2147483647,36,144,180,42
45,Relax,133,408,2147483647,35,272,307,43
46,Relax,133,25,2147483647,24,111,135,44
47,Relax,133,154,2147483647,38,18,56,45
48,Relax,133,411,2147483647,20,275,295,46
49,Relax,133,155,2147483647,35,19,54,47
50,Relax,133,28,2147483647,20,108,128,48
51,Relax,133,160,2147483647,20,24,44,49
52,Relax,133,169,2147483647,20,33,53,50
53,Relax,133,427,2147483647,24,291,315,51
54,Relax,133,300,2147483647,30,164,194,52
55,Relax,133,174,2147483647,30,38,68,53
56,Relax,133,433,2147483647,21,297,318,54
57,Relax,133,178,2147483647,27,42,69,55
58,Relax,133,306,2147483647,35,170,205,56
59,Relax,133,434,2147483647,34,298,332,57
60,Relax,133,310,2147483647,29,174,203,58
61,Relax,133,55,2147483647,26,81,107,59
62,Relax,133,315,2147483647,32,179,211,60
63,Relax,133,61,2147483647,33,75,108,61
64,Relax,133,67,2147483647,36,69,105,62
65,Relax,133,197,2147483647,38,61,99,63
66,Relax,133,328,2147483647,34,192,226,64
67,Relax,133,461,2147483647,26,325,351,65
68,Relax,133,79,2147483647,29,57,86,66
69,Relax,133,80,2147483647,36,56,92,67
70,Relax,133,464,2147483647,21,328,349,68
71,Relax,133,209,2147483647,39,73,112,69
72,Relax,133,211,2147483647,24,75,99,70
73,Relax,133,342,2147483647,32,206,238,71
74,Relax,133,470,2147483647,20,334,354,72
75,Relax,133,473,2147483647,31,337,368,73
76,Relax,133,475,2147483647,38,339,377,74
77,Relax,133,92,2147483647,27,44,71,75
78,Relax,133,221,2147483647,31,85,116,76
79,Relax,133,350,2147483647,28,214,242,77
80,Relax,133,96,2147483647,38,40,78,78
81,Relax,133,360,2147483647,27,224,251,79
82,Relax,133,234,2147483647,28,98,126,80
83,Relax,133,491,2147483647,26,355,381,81
84,Relax,133,108,2147483647,20,28,48,82
85,Relax,133,109,2147483647,20,27,47,83
86,Relax,133,493,2147483647,36,357,393,84
87,Relax,133,241,2147483647,31,105,136,85
88,Relax,133,119,2147483647,26,17,43,86
89,Relax,133,250,2147483647,28,114,142,87
90,Relax,133,379,2147483647,20,243,263,88
91,Relax,133,380,2147483647,31,244,275,89
92,Relax,133,255,2147483647,23,119,142,90
93,Pop,130,,,,,,89
94,Relax,130,451,2147483647,37,315,352,90
95,Relax,130,136,2147483647,32,0,32,91
96,Relax,130,137,2147483647,29,1,30,92
97,Relax,130,265,2147483647,23,129,152,93
98,Relax,130,329,2147483647,39,193,232,94
99,Relax,130,339,2147483647,38,203,241,95
100,Relax,130,344,2147483647,32,208,240,96
101,Relax,130,158,2147483647,27,22,49,97
102,Relax,130,415,2147483647,40,279,319,98
103,Relax,130,161,2147483647,29,25,54,99
104,Relax,130,420,2147483647,33,284,317,100
105,Relax,130,293,2147483647,30,157,187,101
106,Relax,130,294,2147483647,35,158,193,102
107,Relax,130,358,2147483647,25,222,247,103
108,Relax,130,233,2147483647,27,97,124,104
109,Relax,130,490,2147483647,34,354,388,105
110,Relax,130,172,2147483647,27,36,63,106
111,Relax,130,301,2147483647,37,165,202,107
112,Relax,130,366,2147483647,28,230,258,108
113,Relax,130,47,2147483647,41,89,130,109
114,Relax,130,112,2147483647,39,24,63,110
115,Relax,130,51,2147483647,28,85,113,111
116,Relax,130,52,2147483647,35,84,119,112
117,Relax,130,181,2147483647,39,45,84,113
118,Relax,130,184,2147483647,41,48,89,114
119,Relax,130,121,2147483647,40,15,55,115
120,Relax,130,313,2147483647,30,177,207,116
121,Relax,130,60,2147483647,39,76,115,117
122,Relax,130,318,2147483647,34,182,216,118
123,Pop,146,,,,,,117
124,Relax,146,450,2147483647,27,314,341,118
125,Relax,146,4,2147483647,28,132,160,119
126,Relax,146,388,2147483647,32,252,284,120
127,Relax,146,197,38,34,61,95,121
128,Relax,146,202,2147483647,21,66,87,122
129,Relax,146,139,2147483647,32,3,35,123
130,Relax,146,267,2147483647,27,131,158,124
131,Relax,146,332,2147483647,36,196,232,125
132,Relax,146,145,2147483647,38,9,47,126
133,Relax,146,209,39,36,73,109,127
134,Relax,146,19,2147483647,27,117,144,128
135,Relax,146,21,2147483647,40,115,155,129
136,Relax,146,85,2147483647,38,51,89,130
137,Relax,146,341,2147483647,30,205,235,131
138,Relax,146,151,2147483647,31,15,46,132
139,Relax,146,91,2147483647,38,45,83,133
140,Relax,146,284,2147483647,31,148,179,134
141,Relax,146,412,2147483647,31,276,307,135
142,Relax,146,93,2147483647,39,43,82,136
143,Relax,146,353,2147483647,34,217,251,137
144,Relax,146,482,2147483647,29,346,375,138
145,Relax,146,35,2147483647,30,101,131,139
146,Relax,146,227,2147483647,39,91,130,140
147,Relax,146,483,2147483647,21,347,368,141
148,Relax,146,292,2147483647,21,156,177,142
149,Relax,146,484,2147483647,32,348,380,143
150,Relax,146,295,2147483647,32,159,191,144
151,Relax,146,487,2147483647,26,351,377,145
152,Relax,146,232,2147483647,34,96,130,146
153,Relax,146,43,2147483647,36,93,129,147
